ID	Ebs_control12	Ebs_control11	Ebs_control10	Ebs_control9	Ebs_control8	Ebs_control7	Ebs_control6	Ebs_control5	Ebs_control4	Ebs_control3	Ebs_control2	Ebs_control1	Ebs_RA_4D12	Ebs_RA_4D11	Ebs_RA_4D10	Ebs_RA_4D9	Ebs_RA_4D8	Ebs_RA_4D7	Ebs_RA_4D6	Ebs_RA_4D5	Ebs_RA_4D4	Ebs_RA_4D3	Ebs_RA_4D2	Ebs_RA_4D1	Ebs_RA_2D12	Ebs_RA_2D11	Ebs_RA_2D10	Ebs_RA_2D9	Ebs_RA_2D8	Ebs_RA_2D7	Ebs_RA_2D6	Ebs_RA_2D5	Ebs_RA_2D4	Ebs_RA_2D3	Ebs_RA_2D2	Ebs_RA_2D1	encapsulated_control10	encapsulated_control9	encapsulated_control8	encapsulated_control7	encapsulated_control6	encapsulated_control5	encapsulated_control4	encapsulated_control3	encapsulated_control2	encapsulated_control1	encapsulated_RA_4D11	encapsulated_RA_4D10	encapsulated_RA_4D9	encapsulated_RA_4D8	encapsulated_RA_4D7	encapsulated_RA_4D6	encapsulated_RA_4D5	encapsulated_RA_4D4	encapsulated_RA_4D3	encapsulated_RA_4D2	encapsulated_RA_4D1	encapsulated_RA_2D12	encapsulated_RA_2D11	encapsulated_RA_2D10	encapsulated_RA_2D9	encapsulated_RA_2D8	encapsulated_RA_2D7	encapsulated_RA_2D6	encapsulated_RA_2D5	encapsulated_RA_2D4	encapsulated_RA_2D3	encapsulated_RA_2D2	encapsulated_RA_2D1
ENSMUSG00000083658	0.0101046	0.283282	0	0.112587	0.283282	0	0.225116	0.0897422	0.125043	0.544853	0.00131581	0	0.141638	0.0101046	0.116369	0	0	0.120108	0.248212	0.263964	0.380807	0	0.132211	0.268096	0.130687	0	0	0.130687	0.03949	0	0.0814958	0.03949	0.0915355	0	0	0	0.00890881	0.744031	0.466458	0.261841	0.506013	0.643758	0.290847	1.72295	1.72295	0.261841	0.132211	0.593419	0.443187	0.580551	0.567441	0.65919	0.141638	0.40276	0.463635	0.530922	0.410469	0.24601	0.310932	0.248212	0.901336	0.525699	0.506013	0.406227	0.249314	0.0213364	0.290847	0.263964	0.263964
ENSMUSG00000048240	0.632491	0.786435	0.116369	0.248212	0.673182	0.5479	0.312906	0.57844	0.476377	0.494135	0.406227	0.130687	0	0	0.141638	0.171855	0	0.512427	0.141638	0	0.509213	0.157164	0	0	0.634495	0.405263	0.636736	0	0	0.506762	0	0.261841	0.283282	0.304409	0.141638	0.130687	0.129401	0.351305	0.33855	0	0	0	0	0	0	0	0	0.03949	0.03949	0.0716681	0	0.0462914	0	0.162476	0.03949	0.0355888	0	0	0	0	0.261841	0	0	0	0	0	0	0.143326	0
ENSMUSG00000097154	1.07036	1.02542	1.07389	0.891837	1.19309	1.10272	1.12743	1.05916	0.664063	0.767782	1.08199	0.65201	0.450217	0.82585	0.684071	0.141638	0.418012	0.740649	0.406227	0.591666	0.783457	0.657159	0.572037	0.542825	0.840188	1.05376	0.443948	0.864252	0.55248	0.842791	0.681422	0.658587	0.363723	0.600743	0.657159	0.389849	0.807553	0.877359	0.740649	1.51469	0.871265	0.585135	1.09161	0	0	0.718665	0.263964	0.523609	0.263964	0.141638	0.132211	0.03949	0.157164	0.232429	0.300244	1.34906	0.344478	0.10045	0.266709	0.182843	0.0915355	0.249314	0.0265401	0.479859	0.219324	0.474422	0.351305	0.28486	0.544853
ENSMUSG00000026192	0.664063	0.696125	0.228653	0.733692	0	0.239106	0.232429	0.46097	0.870666	0.703794	0.733007	0.423756	0.661894	0.251938	0.667042	0.51135	0.575631	0.458447	0.75668	0.603971	0.5187	0	0	0	0.122578	0.912845	0.65919	0.72153	0.520942	0.630821	0.45491	0.235788	0.390803	0.358735	0	0.351305	0.422452	0.232429	0.593419	0.130687	0	0.330425	0	0	0	0.159291	0.168809	0.03949	0.263964	0.251938	0.15259	0.03949	0.351305	0.03949	0.0411793	0	0	0.03949	0	0	0	0.373109	0.216006	0.141638	0.145027	0.353813	0.24601	0.376382	0.4092
ENSMUSG00000005465	0.835698	1.05746	1.11055	1.21737	0.373109	0.684071	0.814489	0.713051	0.864252	0.653015	0.399884	0.781711	0.145027	0.191339	0.189536	0	0	0	0.130687	0	0.244963	0.130687	0	0.157164	0.757554	0.230535	0.458447	0.577641	0.248212	0.593419	0.286856	0.355984	0.59636	0.82585	0.37496	0.590914	0.65919	0.228653	0.447905	0.242604	0.263964	0.468543	0.632491	0	0	0.504474	0.0683871	0.234841	0.254471	0.18131	0	0	0.130687	0.197307	0.125043	0.0462914	0.0247993	0.18131	0.263964	0.294851	0.250426	0.358735	0.263964	0.24601	0.248212	0.28107	0.130687	0.443948	0.345965
ENSMUSG00000087166	1.01163	1.4963	1.29654	1.27061	1.24236	1.24368	1.14416	0.813778	0.98112	1.2202	1.40501	1.78863	0.978578	1.00986	0.572037	0.950854	0.709924	0.812127	0.675163	0.799482	0.523609	0.477541	0.24601	0.10045	0.918975	0.252949	0.602012	0.706713	0.395892	0.380807	1.08199	0.733692	0.664063	0.746928	0.579097	0.821591	0.523609	1.36659	0.406227	0.560833	1.00685	1.27177	1.00685	0.577641	0.577641	1.6719	0.00890881	0.141638	0.130687	0.250426	0.141638	0.0101046	0.585938	0.141638	0	0.223244	0.244963	0.69881	0.385889	0.852673	1.07279	0.647638	0.486905	0.654253	0.754789	0.862108	0.850161	0.502296	0.470495
ENSMUSG00000067194	0.32244	0.464539	0.497623	0.263964	0.485358	0.414518	0	0.569606	0.545924	0.389849	0.691782	0.293476	0	0	0.434553	0.263964	0	0.263964	0.474422	0.467248	0.357249	0	0.300244	0	0.283282	0	0.447154	0.469695	0.414518	0.168809	0.340046	0.263964	0.27162	0.585938	0	0.263964	0	0	0.27073	0	0.317697	0	0	0	0	0	0	0	0.18131	0	0	0	0.216006	0	0.24601	0.0915355	0	0.248212	0.141638	0.203543	0	0	0.0462914	0.263964	0	0	0.25601	0.248212	0.254471
ENSMUSG00000038523	1.0047	1.0158	1.08675	0.669363	0.57096	1.05376	0.910968	0.544853	0.902847	1.01303	0.91052	0.642748	0.248212	0.232429	0.300244	0	0.157164	0.192928	0.149355	0	0.228653	0.440508	0	0.18131	0.506762	1.04309	0.348907	0.99852	0.460157	0.591666	0.27162	0.747801	0.656504	0.476377	0.877359	0.616798	0.443948	0.383185	0.45491	0.40276	0.681422	0.424602	0.707771	0	0	0.906404	0.263964	0.244963	0.0462914	0.506013	0.0861885	0.398608	0	0.171855	0.171855	0.406227	0.0411793	0.141638	0.130687	0.292443	0.376382	0.406227	0.443948	0.0861885	0.205206	0.395892	0.321484	0.509213	0.496466
ENSMUSG00000088226	0.579896	0.524848	0.460157	0.248212	1.00774	0.746928	0.661894	0.941666	0.749531	0.654253	0.415825	0.263964	0.212969	0	0	0	0.366943	0	0	0	0.440508	0.603971	0.585135	0.45491	0.232429	0.228653	0.122578	0.320462	0.632491	0.608227	0.15259	0.589775	0	0.529722	0.201935	0.406227	0.216006	0.230535	0.376382	0.236747	0.205206	0.460157	0	0	0	0.157164	0.130687	0.248212	0	0.157164	0.03949	0.145027	0.0143351	0.157164	0.300244	0.350388	0.239106	0	0.130687	0.298858	0.0597707	0.0101046	0.433244	0.130687	0.03949	0.374008	0.112587	0.0462914	0.197307
ENSMUSG00000029718	0.69881	1.07036	0.834865	1.15163	0.757554	0.248212	0.712118	0.884303	0.842791	0.315294	0.918975	0.801228	0.381749	0.385889	0.483025	0.406227	0.59636	0	0	0.263964	0.223244	0.205206	0.692466	0.389849	0.39765	0.424602	0.414518	0.300244	0.530922	0.504474	0.24601	0.528348	1.0273	0.663428	0.248212	0.297479	0.263964	0.250426	0.353813	0.534139	0.36461	0.248212	0.715936	0	0	0.355984	0.330425	0.406227	0.25601	0.653015	0.82585	0	0.365768	0.407949	0.120108	0.529034	0.509213	0.236747	0.228653	0.0462914	0.480703	0.263964	0.252949	0.330425	0.0230654	0.232429	0.635498	0.0230654	0.0101046
ENSMUSG00000032135	0.265334	0.528348	0	0.15259	0	0.390803	0.184393	0.182843	0.162476	0	0.513663	0.18131	0	0	0	0	0	0	0.263964	0	0	0	0	0	0	0	0	0.309526	0.230535	0.24601	0.259732	0.203543	0	0	0.266709	0	0.785783	1.16942	0.468543	0.709924	0.557611	0.882776	0.340046	0	0	0.786435	0.447905	0.443948	0.834865	0.628341	0.330425	0.303018	0.315294	0.585938	0.392076	0.707771	0.374008	0.244003	0.620664	0	0.418012	0.304409	0.738038	0.434553	0.457295	0.635498	0.443187	0.406227	0.205206
ENSMUSG00000020227	1.17527	0.536584	0.923402	0.779196	0.791118	0.502296	0.719264	0.228653	0.477541	0.715327	0.642748	0.872648	0.248212	0.171855	0.379543	0.263964	0.232429	0.130687	0.509213	0.357249	0.514509	0.496466	0	0.464539	0.404412	0.567441	0.535346	0.934148	0.410469	0.706713	0.528348	0.509213	0.469695	0.182843	0.542825	0.120108	0.268096	0.807553	0.476377	0.654253	0.263964	0.573109	0.442294	0	0	0	0.162476	0.151077	0.0462914	0.0462914	0.03949	0.133399	0	0.182843	0.130687	0.0101046	0.411735	0.254471	0.517501	0.15259	0.250426	0.469695	0.506013	0.374008	0.345965	0.141638	0.03949	0.368618	0.235788
ENSMUSG00000087532	0.444833	0.374008	0.580551	0.506762	0.964534	0.575631	0.544853	0.51135	0.250426	1.19937	0.535346	0.676805	0.822128	0.5479	0.736375	0.733692	0.658587	0.862108	0.613857	0.670421	0.263964	0.0826071	0.464539	0.478708	0.447154	0.761695	0.471802	0.483025	0.55975	0.68603	0.154111	0.589775	0.457295	0.526936	0.280166	0.385889	0.440508	0.656504	0.550199	0.394626	0.575631	0.826855	0.248212	0	0	0.667042	0.130687	0.358735	0.516109	0.141638	0.151077	0.0143351	0.157164	0.160418	0.0278343	0.019634	0.263964	0.254471	0.149355	0.0213364	0.130687	0	0.295876	0.232429	0.228653	0.0183307	0.263964	0.32244	0.232429
ENSMUSG00000023940	0.506762	0.733692	0.347459	0.767782	0.650576	0	0.580551	0.478708	0.24601	0.0497111	0.395892	0.766284	0.358735	0	0	0.236747	0	0.330425	0	0	0.819856	0.369788	0.232429	0.140089	0	0.680077	0.485358	0	0.295876	0.120108	0.263964	0.157164	0.323831	0.27073	0	0.187979	1.12538	1.06645	1.75125	1.29093	1.12303	1.74001	1.11734	0	0	1.05376	0.635498	0.478708	0.330425	0.363723	0.656504	0.373109	0.248212	0.263964	0.123851	0.362058	0.250426	1.11437	1.22942	1.21132	0.876577	1.0743	0.502296	0.78709	0.577641	0.97332	0.818488	0.891334	0.40276
ENSMUSG00000063430	1.42931	1.31252	1.14644	0.733007	0.656504	0.642748	0.374008	1.10865	1.05376	0.533351	0.870666	0.706713	0	0.219324	0.157164	0	0.143326	0.143326	0.0915355	0.263964	0	0.182843	0	0.157164	0.363723	0.785783	0.283282	0.741232	0.842791	0.568526	0.141638	0.406227	0.922384	0.248212	0.477541	0.893046	0.751485	0.707771	0.574911	0.791944	0.521698	0.779196	0.648234	0	0	0.914123	0	0.0230654	0	0	0	0.130687	0	0	0	0	0	0.27162	0.0861885	0.174923	0.263964	0	0.265334	0.157164	0.0462914	0	0	0	0
ENSMUSG00000024912	0.590914	0.506013	0.24601	0.509213	0.508142	0.379543	0.784446	0.506013	0.594678	0.799482	0.736375	0.792506	0	0.407949	0.506762	0.232429	0.0897422	0.310932	0.496466	0.478708	0.118246	0.251938	0.136991	0.26294	0.133399	0.406227	0.141638	0.112587	0.143326	0.0897422	0.0462914	0.0897422	0.544853	0.278213	0	0.405263	0.230535	0	0.432161	0.232429	0.228653	0.406227	0.65919	0	0	0	0.157164	0.019634	0.141638	0.120108	0.140089	0	0.151077	0.0861885	0.387147	0.327265	0.171855	0.121282	0	0.141638	0.118246	0.263964	0.0247993	0.123851	0	0.0101046	0	0.141638	0
ENSMUSG00000086641	0.779196	0.679143	0.692466	0.589775	1.37457	0.961436	1.25483	0.40196	1.19864	0.824394	1.01163	1.15238	0.151077	0.03949	0.143326	0.0646089	0.130687	0.25601	0.18131	0.219324	0.244963	0.823495	0.263964	0.363723	0.149355	0.201935	0.330425	0.226997	0.872045	0.681422	1.00543	0.205206	0.348907	0.232429	0.132211	0.825224	0.542825	0.902847	0.82585	0.78527	0.606241	0.658587	0.0462914	0.572037	0.572037	0.120108	0.0247993	0.232429	0.0157533	0.157164	0.0101046	0.0278343	0.200745	0.141638	0.186185	0.418012	0.0981885	0.412993	0.25601	0.130687	0.0247993	0.00532749	0.0462914	0.0462914	0.157164	0.158278	0.157164	0.0462914	0.158278
ENSMUSG00000084047	0.411735	0.120108	0.158278	0	0	0.0635188	0.219324	0	0.315294	0.263964	0.120108	0.15259	0.212969	0	0.00131581	0	0	0	0	0	0	0	0.32244	0	0	0.121282	0	0.32244	0.00890881	0	0.59636	0.191339	0.120108	0.257544	0.120108	0.294851	0.585938	0.732452	0.51135	0.485358	0.194524	0.90727	0.667042	2.02762	2.02762	0.468543	0.0213364	0.305795	0.32244	0.0428945	0.03949	0.283282	0	0.414518	0.019634	0.230535	0.399884	0.373109	0.31189	0.45491	0.203543	0.0355888	0.160418	0.122578	0.239106	0.457295	0.411735	0.259732	0.0101046
ENSMUSG00000098183	0.415825	0.642748	0.141638	0.443948	0.477541	0.168809	0.0915355	0.132211	0.59636	0.502296	0.261841	0.327265	0.512427	0.157164	0	0.263964	0.390803	0.0897422	0	0	0.162476	0.330425	0.157164	0.219324	0.257544	0.37496	0.203543	0.10045	0.157164	0	0.141638	0.159291	0.304409	0.149355	0.0635188	0	0	0	0.132211	0.141638	0.141638	0	0	0	0	0	0	0.0462914	0	0.0462914	0	0	0	0	0.0915355	0.0355888	0	0	0.141638	0	0	0.201935	0	0	0.00890881	0	0.122578	0.130687	0.130687
ENSMUSG00000049013	1.00351	0.793333	0.98112	0.927676	1.23949	1.01647	1.20691	1.0031	1.21737	0.793333	0.812127	1.05376	0.330425	0.228653	0.588778	0.478708	0.434553	0.65201	0.232429	0.157164	1.00685	0.504474	0.197307	0	0.166256	0	0.248212	0.300244	0.200745	0.72745	0.842791	0.509213	0.557611	0.513663	0.268096	0.733692	1.56169	2.0107	1.76806	1.77556	1.81374	1.57506	1.86967	0	0	1.80603	1.05481	1.2496	0.846137	0.926874	0.483025	0.754789	0.966172	0.799482	0.82585	0.897597	0.911454	1.57645	1.70321	1.6719	1.93005	1.4296	1.23611	1.36392	1.19864	0.99852	1.16088	1.05916	0.960119
ENSMUSG00000022948	0.792506	0.842791	0.15259	0.836269	0.27073	0.186185	0.235788	0.5479	0.406227	0.0938088	0.40276	0.64175	0.130687	0.257544	0.228653	0.506013	0.626198	0.248212	0	0.411735	0.266709	0.368618	0.57096	0.141638	0	0.258636	0	0.235788	0.141638	0.404412	0.154111	0.141638	0.37096	0.219324	0.250426	0.592421	0	0.130687	0	0	0	0.141638	0	0	0	0.232429	0	0.250426	0.141638	0	0.15259	0.141638	0	0	0.244963	0.214074	0	0	0	0	0.203543	0.266709	0.263964	0.390803	0	0.406227	0.244003	0.283282	0.300244
ENSMUSG00000007216	0.855037	0.545924	0.569606	0.390803	0.656504	1.18362	0.882227	0.235788	0.567441	0.36461	0	0.24601	0.713051	0.447905	0.506013	0.593419	0.960119	0.834236	0.310932	0.608849	0.878749	0.656504	0.263964	0.478708	0.132211	0.236747	0	0	0.250426	0.328702	0.506013	0.368618	0.123851	0.141638	0.464539	0	0.393345	0.350388	0.504474	0.535346	0.141638	0.212969	0.504474	0	0	0	0	0	0.130687	0	0.27162	0	0	0.232429	0.219324	0.0462914	0.352562	0	0	0	0.151077	0.212969	0.141638	0.248212	0.330425	0	0	0	0
ENSMUSG00000083210	0	0.133399	0	0.0101046	0.263964	0	0	0.0355888	0	0	0	0	0	0.019634	0	0.327265	0	0.0716681	0.141638	0	0.130687	0	0	0	0.127531	0	0	0.290847	0.145027	0.15259	0	0	0.0462914	0	0.130687	0	0.0101046	0	0.130687	0.335299	0.443187	0.300244	0.317697	2.41232	2.41232	0	0.331857	0.585938	0.422452	0.463635	0.512427	0.244963	0.24601	0.03949	0.248212	0.197307	0.141638	0.450217	0.456397	0.290847	0.407949	0.784446	0.433244	0.700894	0.261841	0.418012	0.665531	0.250426	0.335299
ENSMUSG00000069188	0.632491	0.130687	0.960119	0.310932	0.719264	0.672153	0.450217	0	0.526936	0.248212	0.263964	0.447905	0	0	0	0.332695	0.283282	0.121282	0.248212	0	0.61978	0.27073	0.143326	0.28486	0.418012	0.422452	0.656504	0.352562	0.03949	0.244963	0.320462	0.263964	0.0861885	0.496466	0.261841	0.290847	0.132211	0.216006	0.263964	0.544853	0	0	0.130687	0.219324	0.219324	0	0	0	0	0	0	0	0	0	0	0.145027	0	0	0	0	0	0	0	0	0.151077	0	0	0.203543	0
ENSMUSG00000023411	1.13211	1.44159	0.931106	0.847818	0.779196	1.21927	1.41042	1.37341	1.4253	1.46449	1.17631	0.859124	0.680077	0.363723	0.216006	0.37096	0.351305	0.0826071	0.663428	0.792506	0.503303	0.369788	0.577641	0.584339	0.506013	0.351305	0	0.680796	0.871265	0.263964	0.527624	0.406227	0.575631	0.934148	0	0.295876	1.01303	1.13071	1.52964	0.675163	1.05481	1.02035	1.00585	0	0	1.03334	0	0	0.0230654	0.358735	0	0	0	0	0.130687	0.0304371	0.157164	0.350388	0.761695	0.544853	0.250426	0.141638	0.483025	0.387147	0.503303	0	0.474422	0.478708	0.244963
ENSMUSG00000003824	0.621658	0.918975	0.747801	0.978578	0.585938	0.606241	0.509213	0.330425	0.890092	0.577641	0.57844	0.791118	0.141638	0	0.130687	0	0.385889	0.525699	0.667042	0.539364	0.444833	0	0.205206	0.794403	0.223244	0.261841	0.799482	0.321484	0.853187	0.18131	0.335299	0.825224	0.912845	0.42946	0.353813	0.0666575	0.0915355	0.398608	0.0826071	0.506762	0	0.502296	0.369788	0	0	0.309526	0.228653	0.28107	0.468543	0.203543	0.273484	0.379543	0.141638	0.406227	0.405263	0.509213	0.216006	0	0.406227	0.577641	0.0479817	0.0462914	0.45491	0.278213	0.393345	0.585938	0.404412	0.157164	0.0479817
ENSMUSG00000003308	0	0.483025	0.477541	0.406227	0.675163	0.608849	0.310932	0.310932	0.337637	0.406227	0.794403	0.937754	0.141638	0.141638	0.345965	0.358735	0.477541	0	0.259732	0.28486	0.5479	0.508142	0.232429	0.232429	0.656504	0.42946	0.560833	0.158278	0.681422	0.464539	0.464539	0.263964	0.305795	0.506013	0.328702	0.568526	0.506013	0.317697	0.263964	0.358735	0.232429	0.157164	0	0	0	0	0.154111	0	0.325535	0.03949	0.239106	0.32244	0.130687	0.0265401	0.203543	0.136991	0.248212	0.239106	0.157164	0	0.248212	0.312906	0.0157533	0.141638	0	0.235788	0.171855	0.575631	0.03949
ENSMUSG00000048794	0.310932	0.656504	0.130687	0.358735	0.263964	0.132211	0.250426	0.249314	0.395892	0.143326	0.235788	0.143326	0.203543	0.358735	0.132211	0	0	0	0.244963	0.157164	0	0	0	0	0	0	0.130687	0.0938088	0.380807	0.283282	0.420907	0.116369	0	0.406227	0.155644	0.203543	0.419368	0.972165	0.661894	1.07389	0.493296	1.33015	0.807553	0	0	1.16237	0.223244	0.443187	0.263964	0.414518	0.475221	0.69764	0.407949	0.49181	0.232429	0.390803	0.268096	0.263964	0.725708	0.485358	0.807553	0.661894	0.891334	0.589775	0.541891	0.228653	0.341549	0.577641	0.656504
ENSMUSG00000050410	1.29093	0.854114	1.52752	0.864252	0.922384	1.28355	0.880387	1.19524	0.897597	1.11437	0.886727	0.667042	0.28107	0.290847	0.512427	0.236747	0.263964	0	0.317697	0.395892	0.497623	0.36461	0.251938	0.520942	0.842791	0.656504	0.443948	0.696125	0.955464	0.661894	0.522928	0.577641	0.661894	0.390803	0.606241	0.625199	1.29181	1.21068	1.11437	0.913646	0.792506	1.31654	1.26457	0	0	0.822128	0	0	0.141638	0.141638	0.123851	0.143326	0	0.0375354	0.141638	0	0	0.263964	0	0.157164	0.0462914	0.244963	0.293476	0.478708	0.205206	0.132211	0.330425	0	0
ENSMUSG00000038295	1.08675	0.638752	0.664897	0.664063	0.842791	0.893046	0.527624	0.757554	0.667042	1.0091	0.464539	0.317697	0	0.24601	0.390803	0.263964	0.157164	0.203543	0.434553	0.1734	0	0.205206	0.502296	0.330425	0.15259	0.929831	0.350388	0.575631	0.607118	0.98112	0.433244	0.804056	0.304409	0.51135	0.130687	0.504474	0.168809	0.252949	0	0.600743	0.171855	0.162476	0.16778	0	0	1.17731	0.0915355	0.0597707	0.0704463	0	0.0462914	0.509213	0	0.151077	0.157164	0.40276	0.406227	0.232429	0.379543	0.0462914	0.300244	0.244963	0.36461	0.414518	0.667042	0.266709	0.310932	0.496466	0.331857
ENSMUSG00000051650	0.747801	0.840969	0.373109	0.383185	0.679143	0.463635	0.236747	0.528348	0.257544	0.769624	0.293476	0.335299	0.300244	0	0.288227	0	0	0	0.263964	0.219324	0.263964	0	0.451028	0.434553	0	0.223244	0.263964	0	0.434553	0	0.365768	0.0462914	0.263964	0.141638	0.503303	0	0	0.390803	0.310932	0.232429	0.18131	0	0	0	0	0	0.355069	0.239106	0.132211	0	0.27162	0	0.16778	0.0462914	0.228653	0.03949	0.0897422	0	0.120108	0	0.0462914	0	0.120108	0	0	0	0.0230654	0.0758541	0
ENSMUSG00000032449	0.28107	0	0	0.327265	0.580551	0.468543	0.884303	0.763531	0.186185	0.546655	0.967256	0.618052	0	0	0.628341	0	0.585135	0.585938	0.141638	0.443948	0.330425	0.807553	0	0.460157	0.623873	0.289252	0	0.811207	0.462134	0.506762	0.614998	0	0.69764	0	0.579097	0	0.249314	0.217667	0	0.405263	0.616798	0	0	0	0	0	0	0.395892	0.03949	0.141638	0	0.03949	0	0.162476	0	0.141638	0.00532749	0	0	0	0	0.182843	0.162476	0.154111	0.293476	0.192928	0	0	0
ENSMUSG00000026922	0.132211	0.244963	0.544853	0.69764	0.542825	0.913646	0.447905	0.72153	0.668733	0.447905	0.516109	0.520942	0.410469	0.232429	0.214074	0.141638	0.130687	0.541891	0.18131	0.309526	0.32244	0.419368	0	0.586634	0.734248	0.37496	0.120108	0.424602	0.512427	0.561912	0.157164	0.258636	0.157164	0.154111	0.404412	0	0	0.236747	0	0.462134	0.506762	0.471802	0.130687	0	0	0.157164	0	0.141638	0.0411793	0	0.362058	0	0	0.191339	0.0915355	0.214074	0.383185	0	0.0445937	0	0.155644	0.232429	0	0.443948	0.130687	0.132211	0.263964	0.31189	0.239106
ENSMUSG00000087242	0.433244	0.773966	0.385889	0.812127	0.310932	0.529034	0.804056	0.658587	0.506013	0.414518	0.182843	0.535346	0.03949	0.141638	0.130687	0.0462914	0.0479817	0.00265011	0.0666575	0.10045	0.158278	0.236747	0.0411793	0.18131	0.0114996	0.0355888	0.03949	0.10045	0.0462914	0.130687	0.141638	0.0915355	0.263964	0.517501	0.28107	0.393345	0.900782	1.05746	0.740649	0.806955	1.20023	0.855037	0.966172	0.592421	0.592421	0.410469	0.418012	0.471802	0.621658	0.251938	0.141638	0.388591	0.577641	0.635498	0.502296	0.569606	0.780963	1.11271	0.744031	1.06391	1.05097	0.726849	0.567441	0.577641	0.475221	0.5479	0.665531	0.358735	0.504474
ENSMUSG00000036480	0	0.506013	0.158278	0.414518	0.45491	0.362058	0.32244	0.261841	0.464539	0.407949	0.353813	0.330425	0	0.235788	0	0.18131	0.132211	0.263964	0.268096	0.143326	0.395892	0.301622	0.130687	0.189536	0.784446	0.130687	0.573109	0.551403	0.24601	0.27162	0.405263	0.261841	0.506762	0.130687	0.390803	0	0.143326	0	0.157164	0.132211	0.157164	0	0.205206	0	0	0	0	0	0	0.130687	0	0.0786759	0.200745	0	0	0.157164	0.141638	0	0.121282	0	0.232429	0	0	0.166256	0	0.0101046	0.0101046	0.141638	0.232429
ENSMUSG00000039795	0.539364	0.289252	0.520096	0.157164	0.577641	0	0.524848	0.822658	0.352562	0.406227	0.592421	0.366943	0.374008	0.414518	0.130687	0.263964	0	0.154111	0.57096	0.620664	0.494135	0.838767	0.719264	0.374008	0	0.130687	0.263964	0	0.268096	0.225116	0.374008	0.378593	0.506013	0.475221	0.374008	0	0.239106	0	0	0.288227	0.350388	0	0	0	0	0	0.492572	0.232429	0.283282	0	0.31189	0.263964	0.130687	0.14764	0.266709	0.0462914	0.42946	0	0	0	0	0.0462914	0	0.235788	0	0.0462914	0.228653	0.0462914	0.248212
ENSMUSG00000082057	0.232429	0.157164	0.345965	0.259732	0.378593	0.664063	0.509213	0.705766	0.395892	0.244963	0.120108	0.230535	0	0.130687	0.469695	0.24601	0.102612	0.399884	0.357249	0.141638	0.443948	0.244963	0.143326	0.263964	0.506762	0.0230654	0.290847	0.133399	0.228653	0.141638	0.226997	0.00131581	0.03949	0.305795	0.464539	0.0157533	0.740649	0.541891	0.814489	1.17118	0.872045	0.263964	0.719264	1.45597	1.45597	0.03949	0.835698	1.01515	0.802123	0.75668	1.09725	0.254471	0.385889	0.573109	0.469695	0.36461	0.528348	0.363723	0.706713	0.358735	0.430813	0.205206	0.542825	0.57844	0.263964	0.864252	0.657986	0.593419	0.688635
ENSMUSG00000045031	0.120108	0.476377	0.414518	0.141638	0.351305	0.27162	0.203543	0	0.656504	0.232429	0.158278	0.464539	0.244963	0.642748	0.679143	0.283282	0.192928	0.72745	0.630821	0.557611	0.695498	0.248212	0.624537	0.390803	0.250426	0.141638	0.39765	0	0	0.530922	0	0.03949	0.217667	0.0462914	0.141638	0	0.108832	0	0.143326	0.0646089	0	0	0	0	0	0	0	0.165128	0.157164	0	0.03949	0	0	0.019634	0.141638	0.390803	0	0	0	0.0462914	0	0	0	0.0247993	0	0.0635188	0.141638	0	0.141638
ENSMUSG00000054622	0.457295	1.12025	0.157164	0.719264	0.628999	0.556667	0.65919	0.757554	0.464539	0.675163	0.528348	0.688635	0.621658	0.263964	0.377337	0.503303	0.141638	0.351305	0.130687	0.679143	0.506013	0.621658	0	0.379543	0.189536	0.600743	0.378593	0.24601	0.374008	0.708713	0.864252	0.352562	0.616798	0.130687	0.132211	0	0.250426	0.351305	0.406227	0.434553	0.467248	0.341549	0	0	0	0.27073	0.330425	0.464539	0.31669	0.358735	0.157164	0.120108	0.301622	0.509213	0.477541	0.106654	0.404412	0.0915355	0.122578	0	0.0635188	0.443948	0.28107	0.468543	0	0.03949	0.03949	0	0.333546
ENSMUSG00000086924	0.928601	0.966763	1.24621	0.986262	1.0158	1.0246	0.902847	0.622765	0.642748	0.99987	1.1099	0.303018	0.579896	0.37096	0.27162	0.363723	0.114484	0.602012	0.0683871	0.189536	0.506013	0.512427	0.40276	0.69881	0.143326	0.141638	0.130687	0.55975	0.606241	0.636736	0.558677	0.36461	0.206874	0.918975	0.575631	0.157164	0.0915355	0.358735	0.696125	0.580551	0.758539	0.587328	0.717874	0.61978	0.61978	0.502296	0.575631	0.249314	0.610841	0.25601	0.353813	0.239106	0.273484	0.376382	0.42946	0.675163	0.263964	0.0101046	0.0462914	0.385889	0.03949	0.155644	0.0826071	0.228653	0.234841	0.203543	0.25601	0.197307	0.232429
ENSMUSG00000034730	1.05481	1.12743	1.55767	1.44228	0.232429	0.614998	0.228653	0.32244	0.337637	0	0.263964	0.32244	0	0	0	0	0.130687	0	0	0	0	0.344478	0.345965	0	0.300244	0.263964	0.273484	0	0.28486	0.157164	0.130687	0.15259	0	0.130687	0.219324	0.205206	0.149355	0.32244	0.309526	0.261841	0	0	0.162476	0	0	0	0	0	0.019634	0.130687	0	0	0.212969	0.0101046	0.0157533	0.15259	0.0101046	0	0.132211	0	0	0	0	0.114484	0.019634	0	0	0	0.0230654
