id	SRR925687	SRR925688	SRR925720	SRR925721	SRR934634	SRR925697	SRR925703	SRR925714	SRR925716	SRR925726	SRR934636
ENSG00000206075.12	141.66	268.75	187.86	201.32	69.95	0.04	7.58	1.76	0	0.03	0
ENSG00000107745.15	21.93	22.74	17.78	18.43	18.48	23.39	27.04	24.35	26.84	34.29	35.01
ENSG00000135926.11	236.52	160.44	157.34	301.51	314.56	41.3	59.85	66.03	92.08	66.59	128.28
ENSG00000175906.4	38.86	40.41	15.07	50.27	47.43	1.24	6.7	10.92	9.3	6.55	12.75
ENSG00000181873.11	11.61	7.77	8.22	5.64	8.42	5.07	1.16	4.74	6.51	2.13	3.21
ENSG00000147324.9	4.97	10.07	8.36	10.42	6.24	13	10.25	16.63	10.93	14.02	18
ENSG00000077235.16	37.86	25.1	26.31	27.24	31.9	39.01	38.95	41.02	35.47	46.8	54.54
ENSG00000158769.16	55.53	82.99	61.56	22.56	51.45	10.02	4.98	13.37	0.18	11.99	0.57
ENSG00000105640.11	2706.91	3517.25	3291.78	3609.89	4804.92	1564.36	1274.7	385.69	2121.15	2303.22	3081.13
ENSG00000134905.15	126.55	86.52	94.6	61.93	75.54	60.39	20.57	22.31	68.56	32.92	29.31
ENSG00000068724.14	31.14	22.03	18.77	39.05	27.5	2.53	10.84	9.84	10.07	8.61	24.51
ENSG00000064995.15	6.68	14.8	12.63	13.84	15.45	33.06	23.1	18.9	19.83	19.82	19.48
ENSG00000176890.14	139.45	64.42	100.05	65.69	47.51	178.52	190.02	203.51	173.83	299.82	107.58
ENSG00000197070.12	137.22	156.55	69.02	140.39	63.77	24.08	7.72	6.6	9.21	30.6	44.75
ENSG00000197448.12	168.84	212.28	173.83	148.27	219.58	31.17	161.55	40.14	60.08	67.36	153.96
ENSG00000116885.17	9.82	8.28	4.94	7.41	5.45	2.96	2.89	2.53	2.61	2.24	5.34
ENSG00000163071.9	9.98	9.86	6.66	6.53	2.5	0	0.02	0	0	0	0.4
ENSG00000073060.14	101.17	135.01	91.97	53.42	124.81	28.89	22.6	44.93	18.1	52.5	44.03
ENSG00000168005.7	21.69	21.28	18.58	13.22	17.15	35.11	26.99	28.68	29.27	45	23.47
ENSG00000138592.12	14.97	12.7	14.93	10.56	13.71	19.71	16.99	20.83	14.29	17.17	17.3
ENSG00000170561.11	30.74	41.05	31.44	8.68	27.44	0.02	5.16	4.73	0.07	0	0.04
ENSG00000141179.12	17.03	12.57	12.38	13.29	7.91	3.65	4.99	11.07	3.24	5.39	7.29
ENSG00000137843.10	17.78	14.97	5.46	8.9	10.27	0.46	0.44	0.24	0.59	0.06	0
ENSG00000269131.1	8.52	6.39	9.77	6.64	6.74	10.64	14.08	7.74	13.84	12.83	15.6
ENSG00000188643.9	551.82	798.76	912.12	1522.13	1591.5	0.21	0.6	45.34	163.27	356.27	0.8
ENSG00000076356.6	16.87	9.23	26.14	11.03	18.75	2.26	1.53	0.44	2.94	8.18	0.06
ENSG00000131375.8	6.52	6.86	9.43	4.67	4.26	10.07	11.23	12.22	8.85	8.92	11.46
ENSG00000168569.7	22.46	25.11	25.17	32.75	28.13	18.13	12.55	8.76	20.05	23.04	19.62
ENSG00000160570.12	27.45	22.36	29.23	37.51	43.33	13.9	7.13	4.57	17.58	21.54	23.47
ENSG00000178980.13	273.59	190.09	265.17	245.43	401.96	206.04	77.1	84.46	110.97	188.23	1.78
ENSG00000060138.11	489.81	545.59	446.23	266.45	534.09	106.3	242.9	265.69	112.3	282.96	347.15
ENSG00000223572.8	122.18	94.91	99.29	26.14	135.33	0.44	0.09	0.86	0.3	0	0.44
ENSG00000279806.1	47.23	50.92	59.36	14.62	73.41	0.03	0.08	0	0.07	0.05	0
ENSG00000182544.8	30.52	30.39	26.37	37.99	38.31	14.89	11.94	19.51	22.41	30.86	22.48
ENSG00000168389.16	15.54	27.34	32.61	28.16	38.18	7.01	1.79	18.1	3.64	24.76	4.07
ENSG00000187741.13	28.42	4.71	21.15	11.03	9.64	47.96	48.79	37.26	49.71	64.51	14.33
ENSG00000004777.17	11.66	11.1	3.58	2.45	1.35	16.7	16.21	16.81	19.01	13.14	15.69
ENSG00000100316.14	1678.41	2564.58	2141.55	1751.93	2589.13	958.21	1417.09	838.77	1351.55	1493.09	1666.58
ENSG00000150867.12	6.19	3.97	6.55	12.33	6.49	23.94	14.17	34.51	12.97	18.67	18.25
ENSG00000027075.12	4.81	9.26	8.88	3.62	7.49	1.39	0.85	2.51	0.71	1.38	3.61
ENSG00000149573.7	56.49	63.11	49.24	12.35	41.32	0	0	0.27	0.05	1.33	0
ENSG00000185101.11	28.6	23.22	21.91	12.78	8.18	0	0.95	0.29	0.57	0.43	0.11
ENSG00000141076.16	69.62	23.97	60.29	48.6	67.63	125.98	67.91	98.81	72.71	103.45	119.37
ENSG00000169504.13	15.64	31.01	27.96	25.01	30.05	85.33	103.83	52.67	89.89	32.19	64.86
ENSG00000279483.1	63.46	71.69	45.76	70.71	82.99	54.54	43.84	9.41	34.54	43.37	7.25
ENSG00000101000.4	101.78	39.49	99.9	114.82	150.97	1.48	4.42	24.79	30.88	37.45	11.17
ENSG00000147155.9	319.69	199.86	174.74	119.36	275.27	103.67	84.45	63.24	3.56	68.94	20.58
ENSG00000189280.3	50.5	69.29	54.4	39.12	114.55	0.04	0.17	0.17	0.05	0	0.6
ENSG00000137404.13	26.76	20.77	21.45	20.66	17.26	26.81	51.01	30.1	40.03	30.5	41.82
ENSG00000150687.10	77.98	16.42	0.42	39.12	14.67	159.97	83.32	200.29	146.7	148.93	35.37
ENSG00000136504.10	12.79	12.2	14.43	9.96	18.49	20.51	19.33	25.35	14.46	21.92	26.4
ENSG00000127955.14	37.03	39.49	34.8	16.44	44.54	0.02	16.31	19	22.07	15.18	8.09
ENSG00000157350.11	6.42	2.36	5.2	9.92	7.4	19.92	6.84	17.56	15.94	18.25	28.56
ENSG00000166033.10	79.34	126.93	138.94	78.21	131.25	3.67	78.09	15.61	39.55	17.96	96.89
ENSG00000186493.10	59.88	74.5	38.89	18.31	46.05	0	5.06	0.99	0	0	0
ENSG00000112511.16	7.63	14.31	12.13	24.53	10.71	28.18	43.54	45.83	30.5	45.33	81.83
ENSG00000173210.18	61.46	63.01	41.11	97.22	30.75	0.41	0.44	0.7	28.81	9.27	6.21
ENSG00000235750.8	12.04	19.88	24.71	6.69	14.75	0	0.26	0.16	0.56	1.11	0.09
ENSG00000183283.14	226	205.17	183.65	209.73	276.49	143.85	127.55	135.47	87.4	206.79	162.59
ENSG00000182704.7	28.33	25.28	32.87	56.35	36.04	19.03	7.66	11.8	9.71	10.28	6.85
ENSG00000188529.13	54.07	28.41	50.97	34.46	26.29	71.6	88.77	77.22	48.77	89.79	49.33
ENSG00000148985.18	43.41	40.73	32.22	30.9	24.69	22.93	19.3	6.94	11.92	13.54	31.42
ENSG00000197965.10	81.31	116.35	150.81	103.63	97.57	64	82.91	58.89	21.6	73.07	51.64
ENSG00000197019.4	15.61	21.39	16.59	15.06	15.79	5.74	3.07	6.65	14.23	11.37	13.88
ENSG00000165661.14	10.43	4.59	13.59	13.17	16.12	29.28	20.42	30.7	20.71	24.19	12.59
ENSG00000157184.5	18.05	21.68	15.7	9.98	12.57	5.41	4.76	5.84	6.23	5.94	8
ENSG00000214087.7	26.39	20.15	24.59	39.06	30.88	32.71	43.22	60.57	42.07	46.05	63.27
ENSG00000165152.7	9.84	5.97	13.28	12.78	13.04	0	0.02	10.24	0	0	7.52
ENSG00000175591.10	19.3	24.6	5.44	14.44	14.21	0	0.03	0.61	0.02	4.52	0.08
ENSG00000130816.13	60.17	13.4	74.08	34.21	92.23	93.28	92.17	146.18	144.52	137.28	90.14
ENSG00000198815.7	12.06	10.01	12.76	10.94	8.61	15.89	22.66	34.06	18.74	17.31	22.13
ENSG00000110057.6	46.26	40.09	51.91	77.63	31.11	7.7	13.44	13.26	5.06	13.54	40.24
ENSG00000132334.15	17.26	7.01	23.05	24.08	23.12	4.91	8.48	2.81	0.96	4.44	5.13
ENSG00000130787.12	12.78	22.47	21.66	24.28	18.89	5.45	3.22	2.85	5.13	19.24	14.47
ENSG00000276850.3	39.81	26.93	15.11	18.6	15.45	0	0.04	0.99	1.1	2.4	0.06
ENSG00000112531.15	16.5	26.26	35.74	29.84	26.44	98.74	48.49	59.87	35.69	64.33	86.11
ENSG00000184887.12	45.33	40.79	36.02	48.65	55.95	26.64	17.1	37.97	38.94	29.33	25.93
ENSG00000141503.14	92.15	121.15	81.98	60.72	84.78	41.94	50.59	31.71	45	43.37	52.02
ENSG00000165406.14	7.86	8.82	7.28	7.63	9.12	3.71	5.3	7.16	4.38	3.67	7.66
ENSG00000106459.13	8.98	4.42	9.09	3.42	9.57	10.09	19.52	13.07	12.23	14.66	11.09
ENSG00000172830.11	62.37	76.03	64.99	27.89	34.27	10.96	12.54	4.78	4.94	9.09	15.75
ENSG00000108349.13	27.23	21.05	26.09	21.22	29.3	28.85	35.46	46.68	30.76	40.44	33.21
ENSG00000011009.9	97.57	95.21	80.8	152.99	100.45	52.43	20.69	22.39	80.63	65.86	63.84
ENSG00000166888.9	76.43	85.35	70.14	109.21	77.28	11.22	36.41	47.69	41.14	59.06	77.51
ENSG00000213983.10	102.39	101.36	104.39	74.62	100.71	15.95	48.78	24.47	5.73	99.23	55.54
ENSG00000240053.8	5.34	10.8	8.45	6.57	3.5	12.43	16.61	27.92	9.17	23.67	25.57
ENSG00000226742.3	20.81	32.99	17.22	24.23	10.93	3.72	1.67	10.54	0.86	12.31	4.79
ENSG00000148175.11	60.67	113.06	123.21	55.41	58.99	0.91	42.03	16.2	13.82	22.38	13.06
ENSG00000100105.16	7.88	13.04	12.5	9.66	11.95	20.26	24.31	9.34	27.58	24.97	28.88
ENSG00000102181.18	13.46	10.68	24.5	10.09	7.37	51.11	32.51	22.08	16.89	42.55	39.93
ENSG00000156639.10	24.96	39.44	36.82	44.02	29.24	75.78	50.4	54.39	51.3	88.43	103.3
ENSG00000095319.13	36.74	12.87	34.6	30.74	47.71	73.95	47.43	71.98	57.27	92.31	42.36
ENSG00000177239.13	31.53	35.59	24.84	34.05	39.42	59.5	54.24	35.08	57.67	38.55	54.58
ENSG00000132405.17	27.67	41.54	53.89	32.65	35.54	20.84	6.41	13.35	12.69	21.92	34
ENSG00000261512.2	5.4	6.03	6.38	10	5.29	5.02	0.73	1.98	2.08	2.59	4.72
ENSG00000161714.10	150.06	186.16	81.47	75.94	151.89	19.49	10.68	35.1	41.43	88.49	32.8
ENSG00000177674.14	115.46	160.64	106.28	92.32	70.09	23.26	31.58	37.42	25.37	32.11	105.99
ENSG00000149782.10	52.48	55.24	40.65	47.54	40.62	23.93	27.74	23.06	27.07	44.15	41.99
ENSG00000107679.13	13.64	25.1	20.93	10.81	14.66	6.2	10.76	4.21	2.83	4.49	6.85
ENSG00000166619.11	141.39	125.64	117	48.85	105.36	42.17	30.28	36.98	32.48	39.87	26.49
ENSG00000100393.9	11.66	9.48	4.57	8.39	6.29	8.34	19.91	11.55	19.07	17.36	18.59
ENSG00000196754.9	6942.94	3938.08	6829.82	1541.73	7277.22	143.06	66.8	85.13	17.39	8.92	82.75
ENSG00000105321.11	5.29	5.11	7.69	6.96	14.8	19.82	15.86	17.78	27.96	9.58	29.25
ENSG00000131435.11	96.29	40.15	95.36	145.13	88.92	0	2.19	49.78	24.52	61.83	0
ENSG00000102359.5	11	12.59	6.41	10.23	4.97	0.29	3.04	3.67	5.25	1.72	4
ENSG00000163931.14	1160.72	1333.75	693.34	838.53	776.85	397.28	500.81	272.92	516.82	295.86	704.06
ENSG00000249673.5	19.73	11.31	16.04	23.14	16.44	2.26	1.14	3.07	8.25	14.89	13.09
ENSG00000060971.16	44.55	49.22	42.64	43.07	45.27	23.22	29.43	36	29.64	26.7	46.2
ENSG00000095002.11	16.81	5.99	13.54	8.57	6.69	28.74	38.41	35.92	24.45	32.8	7.69
ENSG00000006453.12	25.39	17.5	23.61	29.07	30.29	8.38	19.32	9.06	12.16	23.05	1.85
ENSG00000166946.12	22.72	45.28	37.35	44.11	15.89	0.25	1.38	7.73	10.31	23.13	8.58
ENSG00000115183.12	14.72	9.37	11.7	8.55	9.84	5.09	7.48	9.82	5.45	4.85	4.05
ENSG00000105699.15	260.66	286.03	105.01	128.28	123.53	3.57	2.32	3.05	4.89	94.09	3.74
ENSG00000125877.11	114.16	90.48	91.26	101.77	123.12	100.65	24.01	61.75	67.89	64.96	68.79
ENSG00000160190.12	9.41	3.48	10.05	13.3	10.41	1.6	0.26	0.84	0.04	9.05	2.07
ENSG00000099849.13	59.83	52.66	56.96	65.97	26.81	16.59	3.32	2.4	25.68	54.33	5.32
ENSG00000105968.17	131.01	90.96	163.71	54.65	113.77	166.96	207.26	213.32	132.99	196.86	208.51
ENSG00000162607.11	9.83	4.81	10.97	5.53	7.68	32.73	29.99	44.48	25.09	22.88	7.84
ENSG00000196072.10	41.77	37.9	31.21	24.15	37.4	20.31	16.01	20.09	7	32.59	21.74
ENSG00000142534.5	2176.77	2930.51	2967.5	3039.3	3301.08	2022.18	1404.47	1072.75	1897.96	2921.88	1708.7
ENSG00000148303.15	2091.01	2501.03	1909.19	2386.86	3054.13	1974.41	1868.56	1345.75	1137.59	1716.13	1380.91
ENSG00000049449.7	32.04	23.76	52.28	58.79	12.45	93.8	139.2	86.56	63	75.19	53.87
ENSG00000141279.14	67.03	104.24	53.66	71.46	71.99	43.26	33.94	64.74	19.26	40.09	30.97
ENSG00000164300.14	10.92	16.46	7	10.84	8.24	3.65	3.7	3.34	3	2.51	4.15
ENSG00000188636.3	12.91	8.82	5.25	14.77	5.31	14.86	14.33	24.11	25.99	13.22	22.19
ENSG00000168672.3	10.49	22.04	7.8	20.1	11.16	1.95	1.26	0.21	0.83	2.78	3
ENSG00000112576.11	69.76	99.17	121.62	167.75	126.14	74.8	26.27	35.42	70.22	74.3	20.23
ENSG00000221968.7	102.08	80.4	79.07	58.76	38.6	16.97	24.76	12.68	32.18	33.32	40.63
ENSG00000158125.8	15.57	2.74	15.18	11.18	16.77	0.46	2.49	0.09	0.29	0	1.99
ENSG00000168028.12	2154.78	2142.53	2103.43	2089.1	2356.22	1614.15	1679.05	877.42	1315.1	2151.26	1207.89
ENSG00000147676.12	108.84	126.37	132.51	48.69	37.01	0	0.68	0.52	0.43	0.82	0.04
ENSG00000102081.12	11.71	12.62	11.11	11.29	6.9	41.62	31.56	35.36	15.98	14.08	29.12
ENSG00000149418.9	33.52	50.36	66.19	89.31	24.07	0.29	0.02	0.23	0.16	0.37	0.45
ENSG00000132254.11	85.68	55.77	69.12	53.22	52.84	33.84	0	33.48	43.34	35.37	51.11
ENSG00000123485.10	36.8	12.24	28.84	8.12	25.18	33.07	118.58	70.39	51.9	106.42	139.91
ENSG00000169926.8	10.2	24.5	24.85	20.2	27.81	4.57	5.08	4.28	12	1.7	20.43
ENSG00000113430.8	15	34.98	34.45	15.21	13.14	0	0	0.15	1.65	0	0.48
ENSG00000106004.4	9.41	4.26	6.89	6.34	13.97	0.14	1.71	1.05	0.71	0	3.48
ENSG00000170242.16	8.89	8.59	14.3	8.01	4.6	15.5	23.1	20.79	17.74	13.04	10.53
ENSG00000068650.17	8.39	10.91	18.74	16.74	19.12	13.22	2.01	7.2	0.3	4.2	6.25
ENSG00000104413.14	48.02	54.59	22.89	12.67	35.36	0.19	0.15	0.25	0.02	0.37	0.42
ENSG00000118518.14	4.8	9.66	7.31	8.63	3.76	18.49	17.91	18.09	5.97	11.11	16.39
ENSG00000166828.2	28.43	18.6	23.14	20.28	3.28	0	0.04	0	0	0	0.06
ENSG00000182768.8	21.08	21.2	26.21	35.92	31.59	63.87	50.7	47.83	22.29	54.34	59.95
ENSG00000178149.15	22.25	29.88	31.72	42.04	26.2	14.15	13.66	8.68	16.67	18.74	27.64
ENSG00000170545.15	35.58	31.47	24.39	40.45	33.59	19.19	4.99	13.32	13.43	35.1	0.7
ENSG00000182718.15	2642.94	2000.49	1805.01	3109.3	2019.82	1372.36	1843.85	930.91	808.61	1911.09	327.69
ENSG00000177084.15	23.45	11.41	28.67	12.45	10.45	28.14	23.09	33.04	33.73	45.23	32.98
ENSG00000099814.14	29.72	24.67	30.76	33	47.09	8.8	3.95	8.73	18.72	5.61	35.45
ENSG00000166145.13	120.7	214.92	78.04	164.34	57.63	0.26	1.64	1.9	0.21	0.34	0.92
ENSG00000270149.4	21.98	38.2	30.46	23.28	64.31	4.92	0	1.79	0	5.34	0
ENSG00000125148.6	5118.61	1819.65	4715.78	2922.91	2427.94	582.38	200.32	351.4	1102.79	805.25	816.6
ENSG00000175279.20	23.69	14.58	20.35	11.01	9.53	31.3	28.53	25.98	24.99	37.45	18.38
ENSG00000198417.6	30.94	25.29	17.67	54.48	20.75	0	0	4.96	0.04	1.83	1.03
ENSG00000179862.6	15.62	4.83	6.84	15.43	15.12	4.39	0.41	2.16	0.46	0.2	2.56
ENSG00000007376.6	81.54	44.86	58.23	57.19	54	47.98	10.81	17.1	31.89	51.74	24.17
ENSG00000163347.5	22.32	25.99	65.16	32.61	30.3	8.37	0.32	0.86	0.12	4.51	0.46
ENSG00000147601.12	7.9	4.56	9.2	4.82	9.9	12.94	17.97	20.28	15.68	6.57	13.89
ENSG00000186350.9	58.84	65.26	37.81	29.44	48.05	14.33	17.81	32.73	21.79	17	24.39
ENSG00000229117.7	4609.17	5244.6	3201.1	3992.72	5733.95	2626.6	3887.92	2468.5	2177.53	3237.21	2224.67
ENSG00000176597.10	7.25	15.39	19.96	25.6	12.95	11.47	1.96	5.65	1.01	2.94	0.04
ENSG00000053747.14	132.11	76.79	180.46	317.22	169.81	3.24	1.86	1.1	0.04	0.13	1.26
ENSG00000105483.15	6.97	4.01	13.49	7.07	6.94	16.96	19.69	17.94	8.84	10.77	15.83
ENSG00000107738.18	47.53	78.35	16.87	63.54	35.02	0.44	0.57	3.72	2.82	2.54	0.54
ENSG00000258643.4	24.71	27.86	18.9	30.99	30.14	11.49	3.86	1.19	8.06	26.09	20.25
ENSG00000231074.7	4.53	8.19	9.78	12.57	14.72	14.53	16.35	21.91	24.25	14.09	31.36
ENSG00000184014.6	15.26	11.6	18.97	36.04	15.47	45.94	61.01	45.21	33.55	18.99	53.93
ENSG00000019549.7	61.01	34.3	43.95	64.44	58.18	24.98	29.25	34.81	39.98	4.55	35.15
ENSG00000127481.13	31.86	22.63	20.93	13.55	36.36	25.51	80.1	65.05	64.96	125.77	97.74
ENSG00000121775.16	25.5	7.29	14.65	11.16	21.32	33.61	23.03	27.19	37.07	21.87	44.57
ENSG00000099381.15	9.93	6.39	8.64	8.26	9.97	13.41	13.74	15.84	12.33	13.76	24.92
ENSG00000110844.12	16.55	14.27	10	11.64	11.74	3.7	6.67	4	6.02	4.73	14.36
ENSG00000009954.9	25.08	12.77	28.09	11.92	24.34	27.08	36.39	42.89	38.85	45.15	23.4
ENSG00000134504.11	30.39	52.21	50.35	18.48	38.44	20.42	18.28	18.3	8.83	7.27	5.08
ENSG00000039068.17	59.54	143.23	41.09	58.05	87.41	0.01	0.57	1.27	1.37	0	2.39
ENSG00000167306.17	16.44	24.55	9.88	31.48	12.22	0.04	3.05	5.92	1.67	2.98	0.02
ENSG00000165006.12	25.02	31.15	28.87	39.34	46.62	29.56	16.6	13.58	17	20.17	16.75
ENSG00000109452.11	18.76	6.97	7.71	15.1	11.16	4.31	0.05	1.09	2.97	3.76	6.43
ENSG00000197912.12	44.77	33.93	31.64	39.37	24.5	50.21	53.23	41.49	39.42	60.3	66.23
ENSG00000094916.12	15.48	8.72	12.78	6.36	3.12	29.03	40.1	26.36	15.83	20.82	12.89
ENSG00000129625.11	94.54	79.59	73.47	127.3	84.71	42.23	25.84	38.73	76.5	79.02	47.9
ENSG00000125691.11	1420.37	1422.72	1355.53	1577.52	1500.44	1019.94	935.62	1039.17	653.35	1510.84	578.72
ENSG00000173267.12	131.92	143.25	64.17	42.35	62.15	0.1	0.25	0.08	0.86	23.03	0
ENSG00000176953.9	29.03	20.55	29.49	27.38	16.51	36.38	37.67	32.36	28.78	32.24	44.94
ENSG00000102471.12	32.03	63.21	55.21	27.53	25.68	5.52	4.97	17.12	11.69	15.53	3.07
ENSG00000120889.11	47	73	89.72	84.05	52.04	20.39	18.77	34.06	17.39	39.41	68.34
ENSG00000038382.16	29.75	14.19	23.95	26.24	21.17	46.7	39.24	57.95	96.1	35.79	59.03
ENSG00000169403.10	12.19	5.03	9.75	19.4	7.53	0.05	0.57	0.22	0.3	0.18	0.74
ENSG00000035862.11	22	28.37	33.52	96.62	15.91	87.96	164.34	132.35	65.74	83.64	209.28
ENSG00000109906.12	8.19	11.63	20.58	10.61	4.89	0.02	0.21	0.01	0.05	0	0
ENSG00000171940.12	7.82	9.74	7.84	9.05	7.9	28.12	25.63	22.17	10.86	10.31	23.74
ENSG00000085871.7	50.75	50.27	65.01	39.11	8.78	0.09	0.32	11.28	0.19	17.58	0.7
ENSG00000134531.8	423.57	646.99	177.87	471.19	347.53	74.82	116.66	87.09	82.5	73.48	109.99
ENSG00000111319.11	385.27	247.23	148.99	123.84	139.87	0.09	2.25	0.23	1.82	2.63	1.03
ENSG00000205476.7	35.28	38.08	17.66	20.69	36.35	7.76	15.85	10.41	14.92	18.6	8.6
ENSG00000163481.6	33.93	9.37	18.85	33.53	14.37	41.64	33.76	54.27	36.86	35.78	47.09
ENSG00000058272.14	15.01	13.43	15.23	12.27	7.53	23.71	35.62	40.13	20.79	29.23	13.67
ENSG00000100416.11	45.85	24.37	32.67	24.44	23.65	33.7	57.99	71.28	64.28	58.9	36.26
ENSG00000228474.4	345.49	263.38	230.76	349.42	263.78	208.53	160.68	139.61	193.59	279.53	175.5
ENSG00000177479.18	53.55	25.29	51.41	45.22	36.04	59.81	66.36	54.43	60.99	58.2	75.7
ENSG00000273760.1	19.92	54.68	20.37	21.06	46.02	0.5	0	3.42	1.36	1.06	0
ENSG00000104964.13	323.83	287.03	291.58	295.08	263.83	130.17	154.67	103.62	129.11	218.8	314.81
ENSG00000065883.13	10.48	7.02	11.14	6.14	9.73	11.58	18.25	15.66	9.9	12.19	15.61
ENSG00000169252.5	16.51	24.73	12.73	9.45	14.2	0.21	0.2	0.02	0.48	18.56	0.66
ENSG00000108395.12	7.29	7.14	8.03	7.1	6.34	11.15	11.63	17.04	11.05	21.32	25.13
ENSG00000115109.12	5.27	6.23	6.53	8.97	4.05	2.82	2.47	6.22	0.95	2.29	2.33
ENSG00000131187.8	48.72	24.54	48.8	23.4	65.6	3.6	1.18	3.21	10.47	18.97	29.61
ENSG00000164934.12	37.79	21.16	52.01	24.48	15.7	71.53	69.82	89.52	84.01	33.86	41.6
ENSG00000170473.15	32.67	31.86	26.26	26.85	54.65	8.08	11.78	17.08	12.6	14.33	18.16
ENSG00000111424.9	29.79	16.5	24.21	19.86	44.13	1.17	13.27	9.78	12.33	8.15	3.48
ENSG00000169715.13	1024.77	793.18	782.95	155.62	780.24	0.1	0.12	96.79	110.11	287.63	358.84
ENSG00000136518.15	26.83	20.34	50.34	30.29	55.43	65.67	69.71	94.7	59.7	73.43	39.89
ENSG00000225697.9	72.09	56.86	74.49	38.26	37.49	22.2	20.08	25.21	21.9	32.65	21.12
ENSG00000241484.8	26.75	35.9	13.48	10.34	15.47	0.2	1.04	1.77	0.15	0	0.19
ENSG00000203499.9	6.3	12.54	8.61	11.3	22.45	0.45	0.76	0.41	0.12	0.18	6.32
ENSG00000150753.10	402.28	156.14	350.54	342.71	453.38	541.93	619.52	950.31	511.7	666.22	424.47
ENSG00000255302.3	49.45	40.88	55.21	62.72	48.65	86.62	58.42	56.57	92.44	81.45	67.61
ENSG00000174564.11	43	100.35	77.7	20.27	101.55	0.81	1.56	2.45	1.17	0.43	3.99
ENSG00000188846.12	861.16	1079.91	967.27	1062.78	1063.27	780.01	786.55	346.01	712.9	959.65	663.54
ENSG00000041982.13	41.43	2.73	3.39	25.21	48.98	122.95	226.09	171.99	85.08	18.57	188.38
ENSG00000100014.18	13.2	6.79	8.77	10.92	9.35	14.66	39.54	36.27	30.69	18.66	15.83
ENSG00000196683.9	173.75	231.51	221.69	189.03	296.11	181.36	133.99	171.34	155.68	106.83	91.69
ENSG00000142541.15	1825.14	2989.65	2980.34	2293.37	3507.69	1669.33	822.07	993.84	1749.31	2246.16	1869.32
ENSG00000023697.11	55.55	56.97	31.55	41.67	39.74	20.64	44.59	19.38	10.94	31.89	6.41
ENSG00000143322.18	7.2	4.67	6.63	11.67	6.37	25.53	14.59	22.12	15.01	19.53	44.32
ENSG00000141696.11	19.94	6.35	10.08	24.04	13.01	33.9	17.29	40.01	52.6	21.44	38.76
ENSG00000135750.13	15.68	20.76	39.66	29.99	10.2	0	0.1	1.34	7.31	3.88	0.76
ENSG00000143702.14	10.9	4.13	18.75	22.79	7.67	29.95	31.84	49.24	25.97	23.93	17.79
ENSG00000124795.13	27.51	26.27	48.75	16.17	45.49	158.02	91.65	126.54	95.74	89.06	24.74
ENSG00000028310.16	29.46	17.33	33.09	31.53	30.06	31.91	43.14	54.91	45.96	38.38	35.24
ENSG00000065911.10	62.13	24.98	70.78	71.45	76.31	84.35	133.01	153.61	116.14	67.87	178.62
ENSG00000085552.15	9.59	20.51	6.5	7.26	9.65	0.62	0.07	0.2	0.32	0.44	0.05
ENSG00000131626.14	24.32	22.71	27.67	32.6	15.69	32.64	47.06	33.48	29.19	34.14	42.65
ENSG00000109736.13	144.19	123.87	141.45	150.3	69.47	85.91	5.11	12.7	53.32	68.09	116.37
ENSG00000125484.10	6.78	4.58	6.45	4.71	7.67	16.36	8.3	18.86	8.62	9.18	16.5
ENSG00000114026.20	15.33	11.89	9.84	23.15	9.27	35.59	19.85	23.6	43.16	18.65	28.55
ENSG00000168056.13	39.77	38.97	24.1	44.11	20.13	84.32	73.42	45.28	74.83	30.94	79.84
ENSG00000171159.4	126.32	117.06	75.21	132.96	117.32	108.25	21.94	9.7	46.58	76.82	80.45
ENSG00000134684.9	72.46	30.23	55.68	55.56	63.33	100.63	163.36	153.33	94.12	64.83	201.45
ENSG00000213397.9	20.55	6.11	23.36	16.93	41.58	65.4	65.57	37.32	31.42	31.61	62.92
ENSG00000137699.15	258.79	620.89	286.77	186.01	234.96	0.5	0.22	0.28	1.45	0.15	0.57
ENSG00000164713.8	175.14	148.83	142.8	204.59	215.65	64.77	119.94	51.98	98.64	142.58	167.14
ENSG00000161513.10	24.78	34.03	14.24	19.22	42.92	3.64	7.21	4.12	2.71	10.3	16.81
ENSG00000109079.8	42.81	71.05	45.13	35.98	52.92	18.6	13.87	31.7	34.08	35.1	27.98
ENSG00000115657.11	12.13	11.31	18.33	27.2	20.86	31.18	39.34	28.18	31.85	17.99	33.45
ENSG00000124145.6	183.5	177.2	124.97	213.69	135.2	176.84	96.38	90.67	55.77	66.53	10.7
ENSG00000168014.15	13.59	8.95	11.28	14.43	12.69	14.21	18.66	26.36	32.78	18.55	34.26
ENSG00000106617.12	45.16	64.08	83.19	56.06	28.61	12.94	10.24	25.08	9.92	23.62	43.99
ENSG00000026103.18	35.59	12.83	23.09	33.54	19.28	17.85	16.3	5.92	5.33	3.56	2.6
ENSG00000111845.4	9.52	5.76	20.22	17.49	11.97	35.46	23.8	34.61	25.25	21.8	13.69
ENSG00000162783.10	16.53	11.56	21.74	20.48	33.26	3.75	2.73	6.15	11.04	16.05	2.99
ENSG00000111321.9	147.06	80.35	145.41	182.32	148.89	44.27	65.11	60.98	78.51	96	121.15
ENSG00000172428.9	332.03	223.37	214.03	263.53	285.31	198.02	124.8	215.98	129.21	191.17	217.8
ENSG00000174446.11	7.73	7.7	5.63	10.13	10.54	19.19	29.96	20.75	11.04	21.73	42.85
