ID	ER-NOD-ERR1084805	ER-NOD-ERR1084806	ER-ATH-ERR1084764	ER-ATH-ERR1084765	TN-NOD-ERR1084798	TN-NOD-ERR1084799	TN-ATH-ERR1084768	TN-ATH-ERR1084766	A1-A2_1_Tt	B1-B2_1_Tt	i_B1-B2_1_A1-A2_1_Tt	FTEST_A1-A2_1	FTEST_B1-B2_1	FTEST_B1-B2_1+A1-A2_1
ENSG00000197584	3.77658	4.40165	3.20169	1.00788	4.10054	3.09897	0.888196	3.81164	-0.127168	-1.68403	0.382451	0.898807	0.092176	0.702127
ENSG00000197632	1.75832	2.30837	0.439692	0.690463	1.59531	2.46738	10.2674	4.97108	2.61115	1.52534	2.61263	0.00902375	0.127173	0.00898474
ENSG00000197712	0.777458	0.283292	1.82462	1.59531	0.717647	0.925451	0.249115	0.414889	-2.86921	1.82176	-4.40665	0.00411504	0.0684908	1.04984e-05
ENSG00000197728	0.869355	0.605057	0.436252	0.965877	0.670613	0.464532	0.513715	2.32317	0.572078	0.850922	0.926417	0.567269	0.394812	0.354229
ENSG00000197757	0.456943	0.596093	2.37724	0.618597	0.403503	0.363164	0.857252	0.726394	-0.959939	1.55969	-0.636256	0.337086	0.118834	0.524609
ENSG00000197808	0.701716	0.873815	0.434298	0.273468	0.976853	0.436252	0.939062	0.599162	0.881829	-0.980321	1.31064	0.377869	0.326928	0.189978
ENSG00000197813	6.21102	0.503326	0.431081	0.565119	6.11144	5.35185	4.23115	7.09823	2.34423	-0.90959	0.867963	0.0190665	0.363039	0.385415
ENSG00000197816	0.746647	1.70947	1.81823	0.333921	0.483533	0.189198	0.434643	0.632984	-1.58932	0.0503907	0.387291	0.111988	0.959811	0.698541
ENSG00000197847	0.834958	0.39141	0.429873	1.02511	0.310442	0.574702	0.642754	0.135893	-1.08609	0.130338	-0.357679	0.277439	0.896299	0.720583
ENSG00000197860	0.723817	0.652318	0.429873	0.412109	0.64095	0.589694	0.982722	0.40635	0.530126	-0.495971	0.914233	0.596025	0.619915	0.360594
ENSG00000197928	1.00548	1.26334	0.426492	1.00341	0.339665	0.501575	0.68902	0.522006	-2.17338	-0.619277	1.59554	0.0297514	0.535734	0.110592
ENSG00000198039	0.643168	3.5971	2.20746	0.764739	5.25098	2.74521	4.71492	2.05543	1.53689	-0.50739	0.00859159	0.124321	0.611881	0.993145
ENSG00000198046	0.279258	5.16291	0.42585	3.45682	0.269562	3.52	0.639739	5.44654	0.0674631	0.0902629	0.472143	0.946213	0.928078	0.636824
ENSG00000198053	2.75102	1.62575	0.424	0.366455	4.55131	5.07114	5.01682	3.10675	5.52247	-2.23255	0.916447	3.34265e-08	0.0255784	0.359432
ENSG00000198089	2.77372	1.05307	0.422437	0.44303	0.243308	3.00359	0.892135	0.846355	0.0901092	-1.37402	0.446633	0.9282	0.169437	0.65514
ENSG00000198106	0.708427	0.126056	0.441054	0.229889	1.04307	0.659039	0.521299	0.65807	1.81644	-0.905918	-0.474158	0.0693027	0.364979	0.635387
ENSG00000198131	0.968177	0.869481	0.41852	0.996001	0.510931	0.905374	0.619818	0.823039	-0.518798	-0.523507	0.593607	0.603902	0.600621	0.552775
ENSG00000198153	0.446324	0.109512	0.414889	0.705761	3.16509	0.966916	4.00237	2.69213	3.52269	1.20399	0.769093	0.000427186	0.228593	0.441838
ENSG00000198169	0.351806	1.01292	0.411398	0.945426	0.753382	0.434926	0.488594	0.418121	-0.688269	-0.318023	-0.300661	0.491283	0.750467	0.763673
ENSG00000198185	0.614184	2.98595	0.409436	1.98783	0.658156	0.693244	6.99716	3.13573	1.14339	1.57927	2.0806	0.252877	0.114273	0.037471
ENSG00000198198	0.684575	0.567256	0.40635	1.00119	0.827884	0.359391	0.747541	0.436311	-0.348534	0.184135	-0.192412	0.727439	0.853907	0.847419
ENSG00000198203	0.385447	0.877429	1.56277	0.379382	0.944486	0.298728	0.247559	0.713967	-0.662894	0.263483	-0.636833	0.507399	0.792179	0.524233
ENSG00000198223	0.194729	2.94201	0.401671	0.658489	0.519342	0.714547	0.381529	0.865666	-0.611002	-0.734731	0.744207	0.541199	0.462503	0.456751
ENSG00000198250	0.724059	0.98729	0.399179	0.117472	1.00471	3.14761	4.16432	0.189198	1.38512	-0.219202	0.307984	0.166017	0.826493	0.758094
ENSG00000198270	0.149679	0.636979	0.396034	0.832716	0.770854	0.971905	0.22131	0.939368	0.895137	-0.141109	-1.03237	0.370714	0.887784	0.301898
ENSG00000198353	0.246106	1.08897	0.393254	0.486089	0.779466	0.67355	0.953345	0.680652	0.972777	-0.306304	0.709824	0.330664	0.759373	0.477814
ENSG00000198453	0.236515	0.401434	0.33137	0.212735	0.328193	0.737745	0.498182	0.105622	0.643765	-0.73391	-0.486157	0.519728	0.463004	0.626856
ENSG00000198483	2.37056	2.12497	3.64011	3.36707	4.26158	3.9949	5.97983	3.72221	2.80348	1.71844	-0.462956	0.0050555	0.0857158	0.643396
ENSG00000198521	0.216363	1.01713	0.24865	0.342668	0.30435	0.164685	0.956635	1.05148	0.791923	1.08882	2.64796	0.428406	0.276235	0.00809796
ENSG00000198542	0.207814	0.399079	0.246106	0.723174	3.09897	3.89464	6.20115	0.792684	2.26038	0.0660399	-0.0659583	0.0237977	0.947346	0.947411
ENSG00000198556	0.207814	0.875509	0.237544	0.375977	1.01363	1.0047	0.141642	0.637685	1.3054	-2.02638	-0.912154	0.191758	0.0427255	0.361688
ENSG00000198624	0.824241	0.891993	0.236515	0.159115	0.174664	0.624709	0.829969	1.04657	0.744563	-0.32135	3.16514	0.456536	0.747945	0.00155006
ENSG00000198643	3.33504	3.96985	3.16118	3.71235	9.17623	3.29737	6.0747	2.1545	0.916876	-0.657088	-0.535849	0.359208	0.511124	0.592063
ENSG00000198681	0.196171	0.74602	0.217548	0.818943	0.432657	0.425486	0.392493	5.01682	0.913364	0.989329	0.949163	0.361051	0.322502	0.342538
ENSG00000198744	6.66934	5.22289	6.33525	6.5834	5.40455	4.56261	5.98416	4.18149	-1.89219	0.495453	-0.334882	0.0584654	0.62028	0.737714
ENSG00000198759	0.190944	0.286002	0.216363	1.00614	0.693927	0.701075	0.398737	7.042	1.0666	1.01503	0.792168	0.286155	0.310091	0.428262
ENSG00000198771	0.180284	0.844377	0.20865	1.75509	1.66676	6.04057	8.38151	6.00833	3.63764	1.45088	1.09335	0.000275146	0.146812	0.274241
ENSG00000198858	0.313028	0.23433	0.207814	0.331671	0.796919	0.239952	0.248798	1.03959	1.26587	0.249042	0.265137	0.205561	0.803329	0.790904
ENSG00000198863	0.759047	0.754239	0.207814	0.444302	0.313483	0.896222	0.309551	0.743381	0.127265	-1.33233	0.921949	0.898731	0.182751	0.356555
ENSG00000198886	0.310954	2.1545	0.255094	2.86031	0.936657	0.172199	1.33317	0.657007	-0.740681	0.456996	0.0690511	0.458887	0.647674	0.944949
ENSG00000198887	0.309551	0.84136	0.207025	0.213841	0.194692	0.633353	0.207025	0.298726	-0.314144	-1.38913	0.538246	0.753412	0.164794	0.590407
ENSG00000198900	0.30814	0.272956	0.20294	0.269356	0.158063	1.00292	0.196171	0.926241	1.09908	-0.131688	0.0627496	0.271734	0.895231	0.949966
ENSG00000198912	0.30598	0.215924	0.202086	0.804082	0.721868	0.913975	0.190944	0.548581	1.11846	-0.543926	-1.82242	0.26337	0.586492	0.0683914
ENSG00000198918	0.304553	0.129568	0.202086	1.01436	0.734583	1.03571	0.185589	5.26381	1.08043	0.865533	0.561985	0.279952	0.386746	0.574126
ENSG00000198938	10.9581	10.7526	11.345	11.2987	9.32284	11.8412	10.3954	8.93761	-1.32215	-0.307811	-0.947405	0.186117	0.758226	0.343433
ENSG00000198947	0.304553	0.608288	0.200418	1.03332	0.170036	0.839959	0.180284	0.730239	-0.182328	0.178591	-0.339049	0.855325	0.858259	0.734573
ENSG00000202198	0.30231	0.309989	0.196171	0.988757	0.669826	0.654291	0.315796	0.202239	0.0560969	-0.2915	-1.72152	0.955265	0.770669	0.085156
ENSG00000203306	0.298726	0.466048	0.194462	0.297672	1.0389	0.538247	0.318567	0.854679	1.96661	-0.890862	-0.172839	0.0492279	0.373003	0.862778
ENSG00000203307	0.29279	2.48608	0.190944	3.20603	2.66084	2.00357	3.5971	2.24908	1.07863	0.447868	0.140259	0.280754	0.654249	0.888456
ENSG00000203325	0.29279	0.429873	0.190944	0.780257	0.652088	0.949371	0.295797	0.31361	0.682463	-0.981467	-1.63762	0.494946	0.326362	0.1015
ENSG00000203326	0.287515	0.431081	0.287515	0.825043	0.118727	0.371673	0.271474	0.942667	-0.139479	1.23128	0.363288	0.889071	0.21822	0.716389
ENSG00000203335	0.980988	0.966916	0.304553	1.91229	0.727968	0.234651	2.24381	1.07575	0.0573532	1.28241	1.01973	0.954264	0.199699	0.307859
ENSG00000203387	0.275546	0.399179	0.304553	0.349836	0.683233	0.105323	0.29279	1.45758	0.925694	0.720377	0.751497	0.354605	0.471293	0.452353
ENSG00000203402	0.271474	2.88538	0.30231	0.264197	0.317816	1.04103	3.31111	0.772485	0.462734	0.0361778	1.43069	0.643555	0.971141	0.152518
ENSG00000203414	0.266191	0.367169	0.300115	0.251136	0.111066	0.512444	0.310954	0.881376	0.833245	0.642477	0.85925	0.404707	0.520563	0.390203
ENSG00000203435	0.263233	1.61934	0.298726	0.321054	0.401201	0.996765	1.28586	0.451202	0.372105	-0.543269	0.942145	0.709815	0.586945	0.346118
ENSG00000203442	0.261579	6.13222	0.295797	0.190944	0.875345	3.95765	0.304553	0.50344	-0.186836	-1.49705	0.28368	0.851789	0.13438	0.776655
ENSG00000203469	0.259915	0.149679	0.29279	0.190944	0.81725	1.07302	0.442337	0.255497	2.23716	-1.47619	-1.67192	0.0252756	0.139893	0.0945393
ENSG00000203472	0.202086	0.181149	0.29279	0.189198	0.827696	0.122593	0.807585	0.677068	2.07209	0.835736	0.575021	0.0382573	0.403303	0.565277
ENSG00000203499	0.336203	0.190944	0.290602	0.189198	0.532628	0.695795	0.607876	0.160596	1.30677	-0.669651	-0.544653	0.191292	0.50308	0.585992
ENSG00000203506	0.830446	0.583631	0.30598	0.185589	0.410432	0.413679	0.588954	0.574629	0.108307	-0.769629	1.66586	0.913752	0.44152	0.0957412
ENSG00000203512	0.631495	0.529983	0.277949	0.183805	4.19439	0.247114	4.65808	0.782631	1.49255	0.0541222	0.307028	0.135555	0.956838	0.758822
ENSG00000203527	0.541049	0.659558	0.275546	0.181149	0.564007	0.762103	0.960759	0.929654	2.05823	-0.237091	1.72689	0.0395681	0.812586	0.0841872
ENSG00000203546	0.915209	2.2405	3.14761	0.180284	0.537449	0.364199	0.632459	0.510466	-1.36303	0.126956	0.0212152	0.172873	0.898975	0.983074
ENSG00000203573	0.706536	0.30814	0.271474	0.194462	0.787956	0.238162	7.82698	0.729129	1.13617	0.979046	1.13296	0.255887	0.327557	0.257233
ENSG00000203574	0.495541	0.217548	0.269738	0.172826	0.81523	0.965333	0.928169	6.27022	1.46168	0.961706	1.06279	0.143829	0.336197	0.287875
ENSG00000203589	0.411025	0.401671	0.266191	0.16339	0.473209	0.988766	0.141471	0.956839	1.3585	-0.76972	0.0200482	0.174306	0.441466	0.984005
ENSG00000203601	2.82165	1.88839	3.71235	4.56261	3.70656	3.07869	3.03173	0.299198	-0.932988	0.0359682	-2.28277	0.350826	0.971308	0.0224438
ENSG00000203620	0.455149	0.202086	0.263233	0.16339	0.68902	0.445793	0.773827	0.986644	2.39115	0.521474	1.13031	0.0167957	0.602036	0.258346
ENSG00000203635	0.875776	0.920941	0.261579	0.153745	0.669276	0.316825	0.480499	0.133283	-0.808073	-2.31497	1.33201	0.419049	0.0206148	0.182855
ENSG00000203650	0.978929	0.341258	0.259915	0.151721	0.679029	0.948492	0.416377	0.605457	1.21118	-1.99885	0.399791	0.225827	0.0456246	0.68931
ENSG00000203652	0.480951	0.826843	0.256686	0.149679	0.211993	0.168908	0.965005	0.841122	0.624203	0.691432	3.07127	0.532494	0.489294	0.00213148
ENSG00000203666	0.564449	0.441054	0.460233	1.28586	0.680235	0.706455	0.149679	0.392618	-0.945719	-0.119337	-1.82219	0.344292	0.905008	0.0684264
ENSG00000203667	0.16339	0.42585	0.702227	0.207814	0.99126	1.07966	0.281384	1.03273	2.00378	-0.463296	-1.14506	0.0450935	0.643152	0.252186
ENSG00000203705	0.151721	0.376652	0.701075	0.255094	0.936502	0.480581	0.90968	0.38788	1.44009	0.360897	-0.640751	0.149843	0.718177	0.521684
ENSG00000203849	0.448318	2.84338	0.697716	0.24865	1.23371	2.47964	0.282296	0.154408	-0.0321225	-2.05194	-0.339917	0.974374	0.0401752	0.733919
ENSG00000203879	0.126889	0.16339	0.693244	0.246106	0.274524	1.05807	0.975349	1.67943	2.40859	1.72167	0.587889	0.0160144	0.0851287	0.556607
ENSG00000204138	0.8438	0.20865	0.691993	0.237544	0.216363	0.261579	0.274897	0.295797	-1.19267	-0.0385398	0.275585	0.232999	0.969257	0.782867
ENSG00000204172	0.355848	0.207814	1.67943	0.236515	0.877082	0.153826	0.597105	0.725574	-0.0775076	1.01117	-0.652266	0.93822	0.311934	0.51423
ENSG00000204176	0.470203	0.237544	0.68902	0.217548	0.102562	0.106525	0.197046	0.214554	-1.31163	0.529776	0.0048748	0.189646	0.596267	0.99611
ENSG00000204177	0.175433	0.256686	1.81002	0.216363	0.255094	1.06205	0.955676	0.639882	0.250134	1.0313	-0.724654	0.802484	0.302398	0.468664
ENSG00000204241	0.642287	0.246106	0.686644	0.20865	0.562131	0.9325	0.533546	0.541794	1.03792	-0.544369	-0.562589	0.299305	0.586188	0.573715
ENSG00000204371	0.113884	0.216363	0.683817	0.256686	0.466277	0.378296	0.494465	0.67577	0.982185	1.23545	-0.375675	0.326009	0.216664	0.707158
ENSG00000204410	0.754157	0.202086	0.679029	0.207814	0.560592	0.548873	0.928681	0.518664	0.856079	0.32203	0.488513	0.391954	0.74743	0.625187
ENSG00000204514	1.01698	0.309551	0.705021	1.98244	0.424222	0.67248	0.693561	0.68007	-1.04214	1.10574	-0.731823	0.297347	0.26884	0.464277
ENSG00000204525	5.53224	5.1631	6.86492	6.58893	3.41963	5.3801	5.11356	6.19749	-1.76574	2.30416	-0.108081	0.0774392	0.0212135	0.913932
ENSG00000204531	0.449563	2.01846	0.670411	2.21627	0.831744	0.747388	1.06073	0.177175	-1.06866	0.0326068	-0.320001	0.285225	0.973988	0.748967
ENSG00000204576	0.458993	0.30598	0.665562	0.207025	1.07514	0.117591	0.179736	0.52152	0.227775	-0.34097	-0.532152	0.819821	0.733126	0.594621
ENSG00000204577	0.508966	1.33712	0.664307	0.20294	1.08166	0.214637	0.294291	0.157095	-0.747408	-1.41158	0.103658	0.454817	0.158074	0.917441
ENSG00000204592	1.92834	0.30231	0.65807	0.202086	0.916965	1.61934	1.65464	3.08178	1.80263	0.35761	1.53912	0.071447	0.720635	0.123775
ENSG00000204622	0.480206	0.295797	0.657601	0.200418	0.176689	0.149967	0.173806	0.696977	-0.576306	0.826533	0.610005	0.564408	0.408502	0.541859
ENSG00000204632	0.492202	0.271474	0.654976	0.196171	0.718976	1.55926	0.612097	1.97502	1.93468	0.235905	0.131782	0.0530293	0.813506	0.895157
ENSG00000204642	2.55678	0.269738	0.652318	0.173806	0.529477	0.152522	1.05389	0.543361	-0.567233	-0.448181	1.20421	0.570556	0.654023	0.228509
ENSG00000204655	0.516472	0.266191	0.648606	0.518799	0.332187	0.937826	0.172955	0.792779	0.313485	0.0882947	-0.756084	0.753912	0.929642	0.449599
ENSG00000204694	0.380793	0.386699	0.64739	1.00164	0.211443	0.710921	0.574117	0.805004	-0.151848	1.76659	-0.560722	0.879307	0.0772962	0.574987
ENSG00000204758	0.40635	0.29099	0.734032	0.923679	0.452392	0.368165	0.898816	0.469983	-0.218724	1.99143	-0.544026	0.826865	0.0464342	0.586424
ENSG00000204790	0.401671	0.447902	0.759047	0.880478	0.58462	0.642192	0.937573	0.872884	0.723608	1.8132	-0.272334	0.469307	0.0698009	0.785365
ENSG00000204842	0.399179	0.189198	0.754239	0.661309	0.692159	0.734032	0.534551	0.280285	0.312982	0.284883	-1.89891	0.754295	0.775734	0.0575765
ENSG00000204844	0.393254	0.16339	0.751781	2.20218	0.204256	0.964028	0.332806	0.158148	-1.11353	1.03451	-1.8493	0.265479	0.300896	0.0644151
ENSG00000204852	0.388159	0.718234	0.749551	0.407388	0.751605	0.390335	0.984226	0.245214	0.113723	0.145298	0.0388949	0.909457	0.884476	0.968974
ENSG00000204909	0.414889	0.82456	0.747552	1.08311	0.531913	1.98783	0.726196	0.194557	0.226129	-0.615278	-1.33719	0.821101	0.538371	0.18116
ENSG00000204923	0.376652	0.451295	0.746647	0.142834	0.261579	0.200313	0.30814	0.899561	-0.0562294	0.949031	0.804365	0.955159	0.342605	0.421186
ENSG00000205002	0.375319	0.447157	0.744542	0.333824	1.02399	0.251953	0.30598	0.601989	0.305687	-0.12104	-0.673706	0.759843	0.903659	0.500498
ENSG00000205054	0.370333	0.460766	0.741929	0.822808	0.621936	0.949891	0.304553	0.857291	0.445954	0.427237	-1.50962	0.65563	0.669206	0.13114
ENSG00000205076	9.4654	5.2508	0.739387	0.603287	0.106556	0.492083	3.05168	0.44086	-2.40577	-2.10664	3.27011	0.0161383	0.035149	0.00107504
ENSG00000205086	0.33137	0.348631	0.736803	0.667865	1.08424	0.875411	0.290602	0.84815	1.33817	-0.127033	-2.04021	0.180842	0.898915	0.0413296
ENSG00000205325	0.860638	0.872884	2.03232	2.28006	4.26809	0.460766	5.24616	0.188499	0.649938	0.518462	-0.29565	0.515732	0.604136	0.767498
ENSG00000205336	0.451295	0.439692	0.761171	0.739438	1.17905	1.08096	0.200418	0.246646	0.416437	-1.58843	-3.19788	0.67709	0.11219	0.00138444
ENSG00000205352	0.447157	0.426492	0.732597	1.04683	0.931231	0.732561	0.20294	0.536981	-0.329164	-0.0238882	-2.4152	0.742032	0.980942	0.0157265
ENSG00000205420	0.44285	0.424	0.729691	0.192041	0.457121	0.520095	0.207814	0.623953	0.0269315	-0.119552	-0.264444	0.978514	0.904838	0.791438
ENSG00000205542	12.5469	10.9934	10.7062	11.4613	11.4002	13.4302	11.184	10.8949	0.448146	-1.53832	-0.514239	0.654048	0.123971	0.607085
ENSG00000205595	3.39987	8.23495	0.723586	3.3476	3.86363	1.21073	0.20865	2.43416	-1.22899	-1.53764	0.789512	0.219075	0.124136	0.429813
ENSG00000205639	0.426492	0.936145	0.721429	1.08332	0.614652	0.666787	0.236515	0.183631	-1.93491	-0.553337	-1.72054	0.0530014	0.580033	0.0853343
ENSG00000205662	0.424	0.414213	0.718234	0.900611	0.107623	0.566166	0.261579	0.4026	-1.47724	1.01778	-1.04315	0.139611	0.308783	0.296879
ENSG00000205663	4.99632	0.830432	4.99632	2.78843	4.37898	4.68921	7.75748	4.10907	1.22675	0.796759	0.140773	0.219917	0.425591	0.88805
ENSG00000205664	5.84307	1.0881	5.85337	5.00395	5.15923	5.23049	5.89375	4.27767	0.544305	0.727897	-0.813607	0.586231	0.466677	0.41587
ENSG00000205682	0.422437	0.252491	0.717084	0.333718	1.09466	0.644574	1.01175	0.674578	2.24384	0.426335	-0.566	0.0248426	0.669864	0.571394
ENSG00000205726	0.419156	0.662523	0.714777	0.628817	0.449989	0.410673	1.63795	0.717315	0.826233	1.83556	1.28816	0.408672	0.0664227	0.197691
ENSG00000205758	0.41852	1.08943	0.71062	0.391629	0.863961	1.03625	2.18298	2.17763	4.78697	2.69427	3.75823	1.69316e-06	0.00705432	0.000171118
ENSG00000205791	0.503727	1.02419	0.708261	0.300942	0.128294	0.381311	0.721037	0.652248	-0.863607	0.455367	1.82481	0.387804	0.648845	0.0680297
ENSG00000205913	0.429873	1.6961	0.67577	0.364629	0.235689	0.219035	0.44826	0.549901	-1.31005	-0.414491	1.24546	0.190179	0.678515	0.212961
ENSG00000205929	0.436252	1.01965	0.518854	0.455883	1.01607	0.322246	0.186315	1.00417	0.0802944	-0.514498	0.272656	0.936003	0.606904	0.785118
ENSG00000205971	0.411398	0.474738	0.516472	0.420033	0.998827	1.01931	0.994612	0.56135	2.31199	-0.543602	-0.676581	0.0207781	0.586715	0.498672
ENSG00000206120	1.00471	0.548129	0.508966	0.3446	0.872023	0.165444	0.334028	0.163652	-0.996937	-1.41779	0.182491	0.318795	0.156252	0.855197
ENSG00000206150	1.96267	1.48407	2.44518	2.27088	0.852613	0.929405	2.03532	0.270282	-2.21638	0.975111	-0.405585	0.0266656	0.329505	0.685047
ENSG00000206192	1.08784	1.51821	0.506484	0.130347	0.298576	0.369153	0.751384	0.686644	-1.50105	-1.58262	3.61627	0.133343	0.113508	0.000298881
ENSG00000206249	0.850824	0.633782	3.08178	0.887073	3.23031	0.969859	2.90432	0.982042	0.712197	0.587064	-0.756821	0.476343	0.557161	0.449157
ENSG00000206341	0.336974	1.68312	0.503727	0.889505	0.337926	1.03911	0.253042	0.111751	-1.06299	-1.0424	-0.245087	0.287784	0.297226	0.806389
ENSG00000206432	0.424241	0.157211	0.500013	0.486489	2.27808	0.815126	5.36523	2.93026	3.442	1.96527	1.68135	0.000577432	0.0493826	0.0926956
ENSG00000206503	1.77524	2.22209	0.492202	0.744274	1.05604	5.50677	2.25283	4.94133	1.63124	-0.407563	0.64923	0.10284	0.683595	0.516189
ENSG00000206527	0.405801	0.638885	1.79302	0.517388	0.85393	0.883486	0.580789	0.289411	-0.562262	0.299762	-1.60442	0.573937	0.764359	0.108621
ENSG00000206567	0.919374	0.117513	0.480206	0.353063	0.748779	0.287795	0.340905	0.779126	0.27774	-0.116508	0.278348	0.781212	0.90725	0.780745
ENSG00000211451	2.50086	4.10907	2.1796	0.486371	3.87194	2.25283	2.37724	2.34337	0.552277	-1.88192	0.893718	0.580759	0.0598463	0.371473
ENSG00000211455	5.197	3.36018	4.51298	4.7028	5.53219	6.92134	5.58757	5.843	2.62862	-0.156724	-0.723299	0.00857326	0.875462	0.469496
ENSG00000211584	0.610057	0.43051	0.460766	0.237195	0.143839	0.217583	0.107054	1.49264	0.157099	0.632145	1.11576	0.875167	0.527292	0.264526
ENSG00000212663	1.02588	0.454557	0.52152	0.896559	0.263807	0.607599	0.90831	0.588048	-0.639961	0.67835	0.828733	0.522198	0.49755	0.407256
ENSG00000212961	1.64305	0.66481	0.458993	0.294799	0.232322	0.620848	0.6006	0.771207	-0.775507	-0.959731	1.92117	0.43804	0.337191	0.0547101
ENSG00000212993	1.03824	0.35453	0.455928	0.554693	0.227648	0.173904	0.572206	0.480711	-1.25261	0.35538	1.36427	0.210348	0.722305	0.172481
ENSG00000212994	0.822682	4.71492	4.37898	0.760001	0.721615	0.501808	0.146372	3.02558	-1.03847	0.256245	0.388053	0.299052	0.797761	0.697977
ENSG00000213023	0.984226	0.231673	0.453889	0.832318	3.25428	4.53274	3.72221	3.6207	8.22994	-0.243618	-0.335262	1.87304e-16	0.807527	0.737427
ENSG00000213024	0.78707	0.283567	0.451295	0.275512	0.949901	0.29062	0.201394	0.304458	-0.0597861	-1.26256	-0.457541	0.952326	0.206748	0.647282
ENSG00000213064	0.57297	0.599162	1.46665	1.08718	0.173806	0.16339	0.367169	0.44285	-3.40404	2.44804	-1.19975	0.000663968	0.0143637	0.230237
ENSG00000213073	0.365201	0.812057	0.450208	0.895489	0.853249	0.447157	0.376867	1.09029	0.236267	0.32376	-0.00163195	0.813226	0.746119	0.998698
ENSG00000213081	0.985571	0.897715	0.448318	0.590888	0.656777	0.835951	0.845418	0.11147	-0.611076	-1.78321	0.398324	0.541149	0.0745519	0.690392
ENSG00000213121	0.90968	0.963599	2.95387	0.919322	1.99281	1.35733	1.15765	2.97043	0.618786	0.992578	-0.436633	0.536058	0.320916	0.662377
ENSG00000213189	0.583676	0.34431	0.447157	0.642004	0.243677	0.965926	1.04381	3.19173	1.49889	1.39357	1.25262	0.133901	0.163448	0.210344
ENSG00000213214	3.09146	4.19439	3.93223	3.86363	0.65807	2.851	2.55678	0.290049	-2.61105	-0.0455526	-0.350776	0.00902654	0.963667	0.725757
ENSG00000213225	1.0976	0.77613	0.443588	0.473616	0.273111	0.626031	0.664236	0.374505	-1.12606	-1.07837	1.44692	0.260141	0.280867	0.147918
ENSG00000213235	0.830489	0.651415	0.44285	0.639706	0.542547	0.446904	0.392955	0.819414	-0.4787	-0.232895	0.821415	0.632152	0.815843	0.41141
ENSG00000213265	0.437192	1.13077	0.607206	0.278526	0.751781	0.617129	0.92808	0.835303	0.864742	-0.36669	1.37205	0.38718	0.713851	0.170048
ENSG00000213300	5.63493	0.35308	6.13921	5.44687	6.01973	6.61308	5.00395	9.64458	1.36919	1.07391	-0.505285	0.170939	0.282862	0.613359
ENSG00000213356	0.673499	0.846773	0.642811	0.216679	0.49282	0.330449	0.460989	1.03482	-0.0800985	0.0155277	1.76004	0.936159	0.987611	0.0784011
ENSG00000213358	0.474126	0.326915	0.639739	0.978636	0.664174	0.324513	0.654766	1.03779	0.345623	2.00805	-0.149779	0.729626	0.0446385	0.880939
ENSG00000213366	5.31341	7.25771	4.76173	4.40165	5.55852	3.19783	5.24418	5.76836	-0.629254	-0.368648	1.8132	0.529183	0.71239	0.0698003
ENSG00000213406	0.497624	0.180797	0.63618	0.602026	2.03232	4.12205	2.30427	2.38838	4.22129	-0.426334	-0.955541	2.42907e-05	0.669864	0.339304
ENSG00000213411	1.83259	0.772129	0.631265	0.911287	0.153441	0.311834	1.02592	0.353833	-1.77633	-0.11395	1.52511	0.0756783	0.909277	0.12723
ENSG00000213462	0.500345	0.604789	0.62676	1.07325	0.837537	0.783315	0.590376	0.665618	0.0946519	0.303626	-1.26688	0.924591	0.761413	0.205198
ENSG00000213463	7.73779	7.0902	7.59916	7.66183	5.646	6.33807	5.70958	6.92299	-3.5512	0.701825	0.139846	0.000383474	0.482788	0.888782
ENSG00000213480	0.518618	0.843456	0.624157	0.239116	0.265391	0.960135	0.631936	1.69218	0.970874	0.439721	1.17109	0.331611	0.660139	0.241564
ENSG00000213590	0.49584	0.321124	0.620854	0.566761	0.962429	0.869966	0.548039	0.445397	1.08408	-0.618184	-1.59673	0.278328	0.536454	0.110326
ENSG00000213622	0.43414	0.772552	0.618727	1.00016	0.37193	0.170176	3.09897	1.08096	0.906877	1.93671	1.54248	0.364472	0.0527814	0.122956
ENSG00000213625	0.873956	0.842305	0.616555	0.892247	0.927397	1.05414	0.146081	0.327743	-1.01604	-2.26409	-1.71638	0.309612	0.0235686	0.0860917
ENSG00000213699	0.558929	0.119328	1.92459	1.06528	0.242244	0.609703	0.630898	0.660862	-1.47538	2.66291	-1.81158	0.140111	0.00774686	0.0700507
ENSG00000213763	0.353159	0.770014	0.61104	0.826253	0.213294	1.26334	0.30195	0.222093	-0.48557	-0.55382	-1.09877	0.627272	0.579702	0.27187
ENSG00000213853	1.65464	1.83624	2.31369	0.434418	0.768711	0.831744	0.992059	0.315796	-1.65996	-0.516015	0.224359	0.0969216	0.605844	0.822478
ENSG00000213886	0.882457	0.114108	0.645347	0.326199	1.06232	1.28977	0.555009	6.0155	1.258	0.758548	0.7676	0.20839	0.448123	0.442725
ENSG00000213888	1.01427	1.99783	2.34826	0.598129	0.625185	0.859054	0.995232	0.372085	-1.46898	-0.0863507	-0.0242127	0.141839	0.931188	0.980683
ENSG00000213965	0.36749	0.787479	0.599162	0.199483	0.321629	0.83356	0.427226	0.780558	0.481415	-0.357194	0.480897	0.630222	0.720947	0.63059
ENSG00000213971	0.852888	0.392506	0.59151	0.922802	0.362591	0.923403	0.483663	0.61575	-0.462955	0.101841	-0.563392	0.643396	0.918883	0.573168
ENSG00000213988	3.48177	0.593417	0.585016	0.209916	2.61248	3.38212	5.07114	3.70113	2.99044	-0.151863	1.83048	0.00278577	0.879295	0.0671775
