id	group_1_sample_1_ER-ERR1084811_PE	group_1_sample_2_ER-ERR1084806_PE	group_1_sample_3_ER-ERR1084805_PE	group_1_sample_4_ER-ERR1084775_PE	group_1_sample_5_ER-ERR1084765_PE	group_1_sample_6_ER-ERR1084764_PE	group_1_sample_7_ER-ERR1084763_PE	group_2_sample_10_TN-ERR1084799_PE	group_2_sample_11_TN-ERR1084798_PE	group_2_sample_12_TN-ERR1084768_PE	group_2_sample_13_TN-ERR1084766_PE	group_2_sample_1_TN-ERR1084810_PE	group_2_sample_2_TN-ERR1084809_PE	group_2_sample_3_TN-ERR1084808_PE	group_2_sample_4_TN-ERR1084807_PE	group_2_sample_5_TN-ERR1084804_PE	group_2_sample_6_TN-ERR1084803_PE	group_2_sample_7_TN-ERR1084802_PE	group_2_sample_8_TN-ERR1084801_PE	group_2_sample_9_TN-ERR1084800_PE
ENSG00000182173	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182180	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000182183	0.00	2.00	0.00	0.00	0.00	0.00	1.00	10.00	9.00	4.00	1.00	4.00	3.00	1.00	4.00	4.00	2.00	0.00	3.00	4.00
ENSG00000182253	1.00	1.00	4.00	5.00	10.00	10.00	11.00	129.00	99.00	22.00	1.00	0.00	26.00	4.00	210.00	1098.00	0.00	57.00	0.00	98.00
ENSG00000182318	0.82	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.09	1.90
ENSG00000182329	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182378	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182389	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.98
ENSG00000182404	0.00	0.83	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000182473	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	4.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00
ENSG00000182500	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182534	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182545	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182670	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182704	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
ENSG00000182718	37.00	101.00	207.97	0.00	66.00	34.00	37.00	207.00	118.00	161.00	297.86	650.92	57.00	179.00	292.00	99.00	193.00	122.00	212.00	134.00
ENSG00000182742	40.00	1784.11	328.00	4.00	0.00	0.00	0.00	92.73	1.00	0.00	79.00	0.00	164.00	839.80	860.96	0.00	2.00	0.00	0.00	57.00
ENSG00000182749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182841	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.45	0.00	0.00
ENSG00000182986	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183010	1269.17	1788.70	1028.45	1736.09	1214.51	1513.86	1512.25	912.35	1466.05	1424.42	116.27	1083.55	954.26	283.58	1020.28	1457.92	2797.18	2613.23	1321.26	1194.46
ENSG00000183044	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000183049	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.14	5.11	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000183077	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183145	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183148	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	2.00	0.00
ENSG00000183287	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
ENSG00000183308	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.22	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000183323	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183426	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183454	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000183474	1.90	0.00	5.11	0.00	0.00	0.00	0.00	1.17	4.33	0.00	0.00	0.00	0.00	0.00	2.64	1.00	1.00	0.00	0.00	1.33
ENSG00000183520	2.67	1.07	3.00	0.00	1.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.00	1.21	1.00	0.00	0.00	0.00	1.00
ENSG00000183571	2.00	0.00	2.00	3.00	0.00	0.00	0.00	15.00	28.00	19.00	19.00	6.00	14.00	0.00	0.00	75.00	0.00	1.00	205.00	2.00
ENSG00000183579	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183597	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	1.00
ENSG00000183696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183742	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183762	0.00	2.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.01	1.05	3.00	1.12	0.00
ENSG00000183765	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.14	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183778	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183780	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	6.00	15.00	0.00	0.00	3.00	2.00	3.00	1.00	0.00	3.00	1.00	0.00
ENSG00000183826	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000183831	3.00	29.00	0.00	1.00	0.00	0.00	0.00	167.00	13.00	6.00	149.00	1.00	28.00	1.00	98.00	7.00	0.00	0.00	14.00	31.00
ENSG00000183856	0.00	2.00	1.00	2.00	1.00	2.00	1.00	2.00	2.00	0.00	14.00	6.00	1.00	2.00	4.00	1.00	3.00	1.00	1.00	3.00
ENSG00000183914	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000184009	28.00	17.00	34.00	30.00	67.00	45.00	20.00	25.00	136.00	6.00	216.00	151.00	55.00	156.00	89.00	49.00	20.00	19.00	72.00	14.00
ENSG00000184047	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000184164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000184209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000184220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000184277	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.02	1.00	0.00	0.00	0.00	1.00	1.00
ENSG00000184319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00
ENSG00000184330	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	28.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000184414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.87	1.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000184454	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000184500	3.00	0.00	2.00	1.00	0.00	0.00	1.00	2.00	35.00	559.00	901.00	686.00	125.00	14.00	1076.00	4.00	31.00	122.00	2.00	95.00
ENSG00000184635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00
ENSG00000184647	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	3.00	2.00	17.00	15.00	1.00	0.00	1.00	1.00	0.00	0.00
ENSG00000184682	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
ENSG00000184787	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000184898	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
ENSG00000184900	2.00	0.00	1.00	0.00	1.00	3.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00	0.00	0.00	2.00
ENSG00000184939	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000184949	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000184992	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000185019	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000185024	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	1.00	0.00
ENSG00000185044	0.00	6.25	0.00	1.98	0.00	0.00	1.00	2.01	0.00	5.00	3.22	2.00	1.09	0.00	9.01	0.00	0.00	3.00	0.98	1.16
ENSG00000185088	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000185155	0.00	11.00	0.00	1.00	1.00	0.00	2.00	11.00	2.00	11.00	38.00	1.00	23.00	0.00	22.00	16.00	2.00	15.00	3.00	8.00
ENSG00000185324	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000185344	0.00	0.00	0.99	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000185345	0.00	0.00	0.00	9.97	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00
ENSG00000185347	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000185361	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.02	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000185414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000185432	0.00	4.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00
ENSG00000185436	0.00	1.05	4.12	0.00	1.00	1.00	0.00	8.00	1.00	0.00	2.99	0.00	0.00	0.00	1.01	1.02	0.00	2.99	0.00	13.67
ENSG00000185477	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	5.05	0.00	0.00	0.77	1.00	0.00
ENSG00000185479	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00
ENSG00000185518	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000185554	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00	20.38	45.00	9.00	0.50	24.38	0.00	39.90	0.00	17.60	24.86
ENSG00000185608	0.00	0.00	0.00	3.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000185634	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000185651	38.34	31.00	30.00	32.00	37.00	46.00	38.00	45.00	42.00	18.00	51.02	33.98	43.25	24.00	32.00	42.00	25.00	16.00	32.00	14.97
ENSG00000185658	199.34	39.97	23.57	99.17	62.46	38.89	45.99	14.35	58.37	38.93	48.22	29.76	63.52	13.32	21.51	10.24	30.72	24.57	44.06	34.83
ENSG00000185753	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000185808	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000185842	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000185863	0.00	6.00	8.00	12.00	3.00	2.00	0.00	4.00	17.00	0.00	0.00	4.00	46.00	0.00	0.00	0.00	6.00	0.00	4.00	0.00
ENSG00000185869	0.00	1.18	0.00	2.16	0.00	0.00	0.00	0.00	0.55	4.98	2.00	2.00	0.00	0.00	4.98	0.00	0.00	0.00	0.00	0.00
ENSG00000185880	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000185896	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000185945	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00	2446.91	0.00	0.00	0.50	8.62	0.00	1914.96	0.00	949.40	1212.87
ENSG00000186001	0.00	2.94	5.00	0.00	2.22	2.01	0.00	4.04	7.07	2.68	1.02	1.00	4.56	1.00	5.59	2.03	1.19	1.72	1.01	1.00
ENSG00000186073	137.00	59.00	201.00	113.00	127.00	106.00	108.00	101.00	201.00	429.00	140.00	116.00	67.00	144.00	278.00	132.00	225.00	58.00	128.00	44.00
ENSG00000186081	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000186185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.24	0.00	0.00	0.00	0.00
ENSG00000186329	1.89	3.27	0.00	3.45	0.00	0.00	3.01	13.21	5.18	5.24	4.00	9.74	7.92	0.00	3.01	7.21	0.00	18.57	2.03	36.00
ENSG00000186468	1.00	7.00	1.00	4.00	1.00	2.00	1.00	1.00	5.00	3.00	25.00	20.00	6.00	1.00	1.00	2.00	3.00	3.00	2.00	3.00
ENSG00000186481	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000186487	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00
ENSG00000186530	0.00	0.00	1.00	2.00	0.00	0.00	0.00	27.00	14.00	0.00	19.00	6.00	5.00	0.00	15.00	0.00	0.00	29.00	9.00	25.00
ENSG00000186532	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
ENSG00000186575	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000186615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000186628	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.04	0.00
ENSG00000186652	9.00	6.00	7.00	2.00	2.00	5.00	7.00	25.81	27.85	186.52	31.13	210.08	141.37	0.00	39.00	63.00	49.00	34.00	423.96	53.44
ENSG00000186687	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000186812	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.65	0.00
ENSG00000186814	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000186847	0.00	0.00	3.00	2.00	0.00	0.00	0.00	108.00	0.00	134.00	0.00	29.00	2.00	4.00	92.00	8.00	0.00	6.00	21.00	182.00
ENSG00000186854	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000186867	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	0.00	6.00	16.00	10.00	10.00	0.00	9.00	57.00	3.00	694.00	25.00	0.00
ENSG00000186960	9.80	6.89	0.00	1.76	0.00	0.00	5.95	0.00	2.91	2.93	0.00	0.00	1.58	0.00	0.00	0.00	0.98	5.54	0.00	1.10
ENSG00000187147	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000187239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000187244	0.00	3.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
ENSG00000187268	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.89	0.00	0.00	0.00	0.00	0.00
ENSG00000187446	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.18	0.00	0.00	0.00	0.00
ENSG00000187492	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000187595	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000187634	110.33	1495.04	70.29	1255.78	0.00	0.00	0.00	28.24	0.00	3.18	13.63	3.02	64.56	4.68	34.35	363.71	477.94	7.01	5.57	14.39
ENSG00000187650	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000187653	0.00	0.00	6.04	1.00	2.00	1.00	0.00	28.22	4.01	0.00	32.73	137.64	8.02	13.06	4.01	10.44	5.02	1.00	8.05	0.00
ENSG00000187667	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000187715	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000187860	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.11	1.03	0.00	0.00	1.91	0.00
ENSG00000187980	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000187994	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000188000	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188033	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.71	0.00	0.00	2.00	0.00	0.00
ENSG00000188060	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188107	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	1.00	1.00	0.00	0.00	1.00	13.73
ENSG00000188112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188227	0.00	0.88	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.73	0.97	0.00	0.00	0.00	0.00	1.00	1.00	0.00
ENSG00000188305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00	1.11	2.99	0.00	0.00
ENSG00000188306	0.00	10.00	12.00	25.00	0.00	0.00	0.00	7.00	1.00	3.00	0.00	11.00	0.00	0.00	0.00	22.00	23.00	0.00	5.00	4.00
ENSG00000188352	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188419	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000188428	320.00	272.00	352.00	267.00	370.00	406.00	308.00	256.00	129.00	221.02	267.98	449.00	187.00	193.00	268.00	368.72	228.00	164.00	480.00	232.00
ENSG00000188474	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000188493	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188505	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000188529	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	3.00	0.00	1.00	0.00
ENSG00000188554	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.99	1.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
ENSG00000188596	0.00	2.56	0.73	3.04	0.00	2.21	2.88	1.89	11.91	29.11	0.00	5.61	21.24	2.62	53.31	16.01	0.00	0.16	4.53	61.99
ENSG00000188612	1030.84	1616.18	692.07	720.42	840.38	896.53	879.25	857.77	1051.68	426.04	863.35	707.76	760.58	719.89	852.34	931.94	988.53	500.18	851.60	890.64
ENSG00000188677	0.00	0.00	1.00	0.00	0.00	2.00	0.00	3.00	1.00	2.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	1.00	1.00	1.00
ENSG00000188732	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.81	1.00	0.00
